stress_level,method,metric,mean,ci95,n
0.0,particle_friction_belief,lead_time_margin,0.570551,0.002605,10
0.0,particle_friction_belief,recovery_success,0.179722,0.010951,10
0.0,particle_friction_belief,robust_utility,0.002239,0.022213,10
0.0,particle_friction_belief,task_success,0.326667,0.017392,10
0.0,precontact_microslip_v4,auroc,0.548788,0.016673,10
0.0,precontact_microslip_v4,average_precision,0.677053,0.021050,10
0.0,precontact_microslip_v4,control_chatter,0.139919,0.001260,10
0.0,precontact_microslip_v4,damage_rate,0.085278,0.008397,10
0.0,precontact_microslip_v4,early_recall,0.865118,0.008433,10
0.0,precontact_microslip_v4,ece,0.111786,0.013780,10
0.0,precontact_microslip_v4,false_alarm_rate,0.803416,0.016144,10
0.0,precontact_microslip_v4,gross_slip,0.374445,0.009562,10
0.0,precontact_microslip_v4,intervention_cost,0.380967,0.002897,10
0.0,precontact_microslip_v4,lead_time_margin,0.611463,0.002444,10
0.0,precontact_microslip_v4,recovery_success,0.175555,0.010065,10
0.0,precontact_microslip_v4,robust_utility,-0.024382,0.011501,10
0.0,precontact_microslip_v4,task_success,0.320000,0.011181,10
0.0,recovery_aware_grasp_mpc,auroc,0.531056,0.011582,10
0.0,recovery_aware_grasp_mpc,average_precision,0.674681,0.009312,10
0.0,recovery_aware_grasp_mpc,control_chatter,0.088304,0.002115,10
0.0,recovery_aware_grasp_mpc,damage_rate,0.081389,0.008514,10
0.0,recovery_aware_grasp_mpc,early_recall,0.842307,0.014121,10
0.0,recovery_aware_grasp_mpc,ece,0.113277,0.014613,10
0.0,recovery_aware_grasp_mpc,false_alarm_rate,0.809016,0.022392,10
0.0,recovery_aware_grasp_mpc,gross_slip,0.318333,0.012016,10
0.0,recovery_aware_grasp_mpc,intervention_cost,0.334294,0.005827,10
0.0,recovery_aware_grasp_mpc,lead_time_margin,0.591964,0.002242,10
0.0,recovery_aware_grasp_mpc,recovery_success,0.250000,0.017726,10
0.0,recovery_aware_grasp_mpc,robust_utility,0.116513,0.017861,10
0.0,recovery_aware_grasp_mpc,task_success,0.419167,0.016917,10
0.0,tactile_temporal_filter,auroc,0.527215,0.016535,10
0.0,tactile_temporal_filter,average_precision,0.656579,0.021667,10
0.0,tactile_temporal_filter,control_chatter,0.045138,0.001254,10
0.0,tactile_temporal_filter,damage_rate,0.110000,0.009507,10
0.0,tactile_temporal_filter,early_recall,0.610441,0.017515,10
0.0,tactile_temporal_filter,ece,0.148167,0.013591,10
0.0,tactile_temporal_filter,false_alarm_rate,0.568724,0.022316,10
0.0,tactile_temporal_filter,gross_slip,0.465833,0.018965,10
0.0,tactile_temporal_filter,intervention_cost,0.158879,0.002620,10
0.0,tactile_temporal_filter,lead_time_margin,0.478043,0.003458,10
0.0,tactile_temporal_filter,recovery_success,0.065833,0.008397,10
0.0,tactile_temporal_filter,robust_utility,-0.126823,0.013367,10
0.0,tactile_temporal_filter,task_success,0.208889,0.009867,10
0.0,vision_gap_threshold,auroc,0.556741,0.020574,10
0.0,vision_gap_threshold,average_precision,0.684627,0.019011,10
0.0,vision_gap_threshold,control_chatter,0.040772,0.002246,10
0.0,vision_gap_threshold,damage_rate,0.110833,0.011718,10
0.0,vision_gap_threshold,early_recall,0.519014,0.024229,10
0.0,vision_gap_threshold,ece,0.119573,0.014169,10
0.0,vision_gap_threshold,false_alarm_rate,0.428368,0.034616,10
0.0,vision_gap_threshold,gross_slip,0.472778,0.017384,10
0.0,vision_gap_threshold,intervention_cost,0.140653,0.005049,10
0.0,vision_gap_threshold,lead_time_margin,0.552969,0.005000,10
0.0,vision_gap_threshold,recovery_success,0.067778,0.007038,10
0.0,vision_gap_threshold,robust_utility,-0.108978,0.015653,10
0.0,vision_gap_threshold,task_success,0.218611,0.010677,10
0.2,calibrated_precontact_microslip_v5,auroc,0.561688,0.020669,10
0.2,calibrated_precontact_microslip_v5,average_precision,0.724399,0.025077,10
0.2,calibrated_precontact_microslip_v5,control_chatter,0.116879,0.002461,10
0.2,calibrated_precontact_microslip_v5,damage_rate,0.085833,0.007971,10
0.2,calibrated_precontact_microslip_v5,early_recall,0.906347,0.012499,10
0.2,calibrated_precontact_microslip_v5,ece,0.091555,0.012057,10
0.2,calibrated_precontact_microslip_v5,false_alarm_rate,0.868211,0.023277,10
0.2,calibrated_precontact_microslip_v5,gross_slip,0.375833,0.016355,10
0.2,calibrated_precontact_microslip_v5,intervention_cost,0.326752,0.004515,10
0.2,calibrated_precontact_microslip_v5,lead_time_margin,0.550906,0.002131,10
0.2,calibrated_precontact_microslip_v5,recovery_success,0.211667,0.013306,10
0.2,calibrated_precontact_microslip_v5,robust_utility,0.008514,0.017355,10
0.2,calibrated_precontact_microslip_v5,task_success,0.340000,0.015210,10
0.2,conformal_precontact_risk,auroc,0.559345,0.022938,10
0.2,conformal_precontact_risk,average_precision,0.726443,0.030485,10
0.2,conformal_precontact_risk,control_chatter,0.055757,0.001475,10
0.2,conformal_precontact_risk,damage_rate,0.102778,0.009706,10
0.2,conformal_precontact_risk,early_recall,0.777774,0.014791,10
0.2,conformal_precontact_risk,ece,0.083907,0.013306,10
0.2,conformal_precontact_risk,false_alarm_rate,0.708938,0.017385,10
0.2,conformal_precontact_risk,gross_slip,0.431111,0.017870,10
0.2,conformal_precontact_risk,intervention_cost,0.220040,0.003137,10
0.2,conformal_precontact_risk,lead_time_margin,0.498588,0.001642,10
0.2,conformal_precontact_risk,recovery_success,0.143333,0.013730,10
0.2,conformal_precontact_risk,robust_utility,-0.062561,0.015973,10
0.2,conformal_precontact_risk,task_success,0.269167,0.014687,10
0.2,ensemble_uncertainty_guard,auroc,0.566158,0.019662,10
0.2,ensemble_uncertainty_guard,average_precision,0.725673,0.024285,10
0.2,ensemble_uncertainty_guard,control_chatter,0.170769,0.002344,10
0.2,ensemble_uncertainty_guard,damage_rate,0.093055,0.009083,10
0.2,ensemble_uncertainty_guard,early_recall,0.982873,0.003173,10
0.2,ensemble_uncertainty_guard,ece,0.111996,0.015805,10
0.2,ensemble_uncertainty_guard,false_alarm_rate,0.964952,0.012857,10
0.2,ensemble_uncertainty_guard,gross_slip,0.352778,0.015485,10
0.2,ensemble_uncertainty_guard,intervention_cost,0.454127,0.003677,10
0.2,ensemble_uncertainty_guard,lead_time_margin,0.553105,0.002316,10
0.2,ensemble_uncertainty_guard,recovery_success,0.225556,0.018108,10
0.2,ensemble_uncertainty_guard,robust_utility,-0.008736,0.012085,10
0.2,ensemble_uncertainty_guard,task_success,0.348056,0.018738,10
0.2,force_derivative_detector,auroc,0.513069,0.015906,10
0.2,force_derivative_detector,average_precision,0.698282,0.020673,10
0.2,force_derivative_detector,control_chatter,0.028535,0.002170,10
0.2,force_derivative_detector,damage_rate,0.118889,0.014029,10
0.2,force_derivative_detector,early_recall,0.397583,0.025674,10
0.2,force_derivative_detector,ece,0.234253,0.016373,10
0.2,force_derivative_detector,false_alarm_rate,0.363864,0.035986,10
0.2,force_derivative_detector,gross_slip,0.520000,0.013721,10
0.2,force_derivative_detector,intervention_cost,0.109572,0.004735,10
0.2,force_derivative_detector,lead_time_margin,0.450040,0.003129,10
0.2,force_derivative_detector,recovery_success,0.038056,0.007744,10
0.2,force_derivative_detector,robust_utility,-0.174710,0.016031,10
0.2,force_derivative_detector,task_success,0.166111,0.008920,10
0.2,friction_cone_margin,auroc,0.561378,0.019468,10
0.2,friction_cone_margin,average_precision,0.718999,0.026563,10
0.2,friction_cone_margin,control_chatter,0.087635,0.001925,10
0.2,friction_cone_margin,damage_rate,0.096667,0.006781,10
0.2,friction_cone_margin,early_recall,0.850973,0.009998,10
0.2,friction_cone_margin,ece,0.090280,0.014148,10
0.2,friction_cone_margin,false_alarm_rate,0.788841,0.022968,10
0.2,friction_cone_margin,gross_slip,0.396667,0.012303,10
0.2,friction_cone_margin,intervention_cost,0.263706,0.003550,10
0.2,friction_cone_margin,lead_time_margin,0.490782,0.002722,10
0.2,friction_cone_margin,recovery_success,0.157778,0.010576,10
0.2,friction_cone_margin,robust_utility,-0.036975,0.011560,10
0.2,friction_cone_margin,task_success,0.290833,0.007954,10
0.2,mpc_grip_stabilizer,auroc,0.545397,0.008726,10
0.2,mpc_grip_stabilizer,average_precision,0.716411,0.021928,10
0.2,mpc_grip_stabilizer,control_chatter,0.075334,0.001612,10
0.2,mpc_grip_stabilizer,damage_rate,0.086667,0.007734,10
0.2,mpc_grip_stabilizer,early_recall,0.815488,0.011136,10
0.2,mpc_grip_stabilizer,ece,0.095149,0.007446,10
0.2,mpc_grip_stabilizer,false_alarm_rate,0.778188,0.015971,10
0.2,mpc_grip_stabilizer,gross_slip,0.368611,0.012679,10
0.2,mpc_grip_stabilizer,intervention_cost,0.297972,0.003700,10
0.2,mpc_grip_stabilizer,lead_time_margin,0.531274,0.002669,10
0.2,mpc_grip_stabilizer,recovery_success,0.227500,0.011858,10
0.2,mpc_grip_stabilizer,robust_utility,0.049987,0.014284,10
0.2,mpc_grip_stabilizer,task_success,0.364444,0.011671,10
0.2,normal_force_threshold,auroc,0.499955,0.027173,10
0.2,normal_force_threshold,average_precision,0.682244,0.023780,10
0.2,normal_force_threshold,control_chatter,0.009416,0.000900,10
0.2,normal_force_threshold,damage_rate,0.124722,0.009653,10
0.2,normal_force_threshold,early_recall,0.145761,0.013854,10
0.2,normal_force_threshold,ece,0.359156,0.015625,10
0.2,normal_force_threshold,false_alarm_rate,0.152447,0.024327,10
0.2,normal_force_threshold,gross_slip,0.561944,0.019798,10
0.2,normal_force_threshold,intervention_cost,0.067040,0.001853,10
0.2,normal_force_threshold,lead_time_margin,0.409629,0.006752,10
0.2,normal_force_threshold,recovery_success,0.009444,0.002592,10
0.2,normal_force_threshold,robust_utility,-0.209336,0.018515,10
0.2,normal_force_threshold,task_success,0.133611,0.013223,10
0.2,optical_tactile_classifier,auroc,0.559132,0.024216,10
0.2,optical_tactile_classifier,average_precision,0.716188,0.027637,10
0.2,optical_tactile_classifier,control_chatter,0.094541,0.001934,10
0.2,optical_tactile_classifier,damage_rate,0.105833,0.011830,10
0.2,optical_tactile_classifier,early_recall,0.958444,0.007812,10
0.2,optical_tactile_classifier,ece,0.140375,0.011964,10
0.2,optical_tactile_classifier,false_alarm_rate,0.927589,0.014106,10
0.2,optical_tactile_classifier,gross_slip,0.435000,0.014202,10
0.2,optical_tactile_classifier,intervention_cost,0.276384,0.003279,10
0.2,optical_tactile_classifier,lead_time_margin,0.492694,0.002147,10
0.2,optical_tactile_classifier,recovery_success,0.125833,0.011479,10
0.2,optical_tactile_classifier,robust_utility,-0.118431,0.019749,10
0.2,optical_tactile_classifier,task_success,0.241667,0.017633,10
0.2,oracle_precontact_risk,auroc,0.629470,0.018151,10
0.2,oracle_precontact_risk,average_precision,0.766535,0.018651,10
0.2,oracle_precontact_risk,control_chatter,0.069191,0.001249,10
0.2,oracle_precontact_risk,damage_rate,0.043055,0.006033,10
0.2,oracle_precontact_risk,early_recall,0.956242,0.007819,10
0.2,oracle_precontact_risk,ece,0.050643,0.010996,10
0.2,oracle_precontact_risk,false_alarm_rate,0.889306,0.023505,10
0.2,oracle_precontact_risk,gross_slip,0.209167,0.011902,10
0.2,oracle_precontact_risk,intervention_cost,0.300534,0.002714,10
0.2,oracle_precontact_risk,lead_time_margin,0.589631,0.002448,10
0.2,oracle_precontact_risk,recovery_success,0.440833,0.016772,10
0.2,oracle_precontact_risk,robust_utility,0.378835,0.024273,10
0.2,oracle_precontact_risk,task_success,0.603889,0.019650,10
0.2,particle_friction_belief,auroc,0.552233,0.012820,10
0.2,particle_friction_belief,average_precision,0.719135,0.023090,10
0.2,particle_friction_belief,control_chatter,0.089933,0.001212,10
0.2,particle_friction_belief,damage_rate,0.096111,0.012098,10
0.2,particle_friction_belief,early_recall,0.916348,0.011706,10
0.2,particle_friction_belief,ece,0.093448,0.006737,10
0.2,particle_friction_belief,false_alarm_rate,0.876229,0.013228,10
0.2,particle_friction_belief,gross_slip,0.392778,0.022363,10
0.2,particle_friction_belief,intervention_cost,0.274155,0.002012,10
0.2,particle_friction_belief,lead_time_margin,0.520597,0.002467,10
0.2,particle_friction_belief,recovery_success,0.192500,0.010073,10
0.2,particle_friction_belief,robust_utility,-0.014952,0.017911,10
0.2,particle_friction_belief,task_success,0.317222,0.008229,10
0.2,precontact_microslip_v4,auroc,0.532451,0.025994,10
0.2,precontact_microslip_v4,average_precision,0.701812,0.024586,10
0.2,precontact_microslip_v4,control_chatter,0.149805,0.002659,10
0.2,precontact_microslip_v4,damage_rate,0.086944,0.008358,10
0.2,precontact_microslip_v4,early_recall,0.898732,0.013176,10
0.2,precontact_microslip_v4,ece,0.114045,0.017864,10
0.2,precontact_microslip_v4,false_alarm_rate,0.868679,0.017273,10
0.2,precontact_microslip_v4,gross_slip,0.390000,0.016755,10
0.2,precontact_microslip_v4,intervention_cost,0.398280,0.005042,10
0.2,precontact_microslip_v4,lead_time_margin,0.562005,0.002356,10
0.2,precontact_microslip_v4,recovery_success,0.193889,0.018017,10
0.2,precontact_microslip_v4,robust_utility,-0.043021,0.018263,10
0.2,precontact_microslip_v4,task_success,0.311945,0.010203,10
0.2,recovery_aware_grasp_mpc,auroc,0.540416,0.020957,10
0.2,recovery_aware_grasp_mpc,average_precision,0.708426,0.020713,10
0.2,recovery_aware_grasp_mpc,control_chatter,0.092734,0.001716,10
0.2,recovery_aware_grasp_mpc,damage_rate,0.078611,0.007485,10
0.2,recovery_aware_grasp_mpc,early_recall,0.885980,0.014322,10
0.2,recovery_aware_grasp_mpc,ece,0.099132,0.010681,10
0.2,recovery_aware_grasp_mpc,false_alarm_rate,0.850464,0.027471,10
0.2,recovery_aware_grasp_mpc,gross_slip,0.333611,0.012427,10
0.2,recovery_aware_grasp_mpc,intervention_cost,0.347481,0.004255,10
0.2,recovery_aware_grasp_mpc,lead_time_margin,0.541683,0.002269,10
0.2,recovery_aware_grasp_mpc,recovery_success,0.270833,0.014250,10
0.2,recovery_aware_grasp_mpc,robust_utility,0.118374,0.021185,10
0.2,recovery_aware_grasp_mpc,task_success,0.426945,0.018276,10
0.2,tactile_temporal_filter,auroc,0.529932,0.016636,10
0.2,tactile_temporal_filter,average_precision,0.704161,0.019076,10
0.2,tactile_temporal_filter,control_chatter,0.047521,0.001540,10
0.2,tactile_temporal_filter,damage_rate,0.110278,0.010615,10
0.2,tactile_temporal_filter,early_recall,0.646647,0.013539,10
0.2,tactile_temporal_filter,ece,0.152026,0.014996,10
0.2,tactile_temporal_filter,false_alarm_rate,0.611978,0.029516,10
0.2,tactile_temporal_filter,gross_slip,0.488333,0.020721,10
0.2,tactile_temporal_filter,intervention_cost,0.166237,0.002844,10
0.2,tactile_temporal_filter,lead_time_margin,0.429165,0.003115,10
0.2,tactile_temporal_filter,recovery_success,0.063611,0.005989,10
0.2,tactile_temporal_filter,robust_utility,-0.152647,0.019656,10
0.2,tactile_temporal_filter,task_success,0.194167,0.010812,10
0.2,vision_gap_threshold,auroc,0.565314,0.017165,10
0.2,vision_gap_threshold,average_precision,0.729123,0.023095,10
0.2,vision_gap_threshold,control_chatter,0.042959,0.001409,10
0.2,vision_gap_threshold,damage_rate,0.115555,0.010834,10
0.2,vision_gap_threshold,early_recall,0.546691,0.012676,10
0.2,vision_gap_threshold,ece,0.125852,0.014958,10
0.2,vision_gap_threshold,false_alarm_rate,0.456004,0.022029,10
0.2,vision_gap_threshold,gross_slip,0.492222,0.016390,10
0.2,vision_gap_threshold,intervention_cost,0.147000,0.002726,10
0.2,vision_gap_threshold,lead_time_margin,0.503977,0.005112,10
0.2,vision_gap_threshold,recovery_success,0.074167,0.006889,10
0.2,vision_gap_threshold,robust_utility,-0.133145,0.017405,10
0.2,vision_gap_threshold,task_success,0.205833,0.010596,10
0.4,calibrated_precontact_microslip_v5,auroc,0.535493,0.018622,10
0.4,calibrated_precontact_microslip_v5,average_precision,0.749746,0.017654,10
0.4,calibrated_precontact_microslip_v5,control_chatter,0.122971,0.002313,10
0.4,calibrated_precontact_microslip_v5,damage_rate,0.089166,0.007325,10
0.4,calibrated_precontact_microslip_v5,early_recall,0.930172,0.011840,10
0.4,calibrated_precontact_microslip_v5,ece,0.090079,0.011240,10
0.4,calibrated_precontact_microslip_v5,false_alarm_rate,0.915485,0.020303,10
0.4,calibrated_precontact_microslip_v5,gross_slip,0.391944,0.015914,10
0.4,calibrated_precontact_microslip_v5,intervention_cost,0.335137,0.004883,10
0.4,calibrated_precontact_microslip_v5,lead_time_margin,0.490910,0.002000,10
0.4,calibrated_precontact_microslip_v5,recovery_success,0.229722,0.011678,10
0.4,calibrated_precontact_microslip_v5,robust_utility,0.005662,0.023070,10
0.4,calibrated_precontact_microslip_v5,task_success,0.344445,0.017819,10
0.4,conformal_precontact_risk,auroc,0.558471,0.014684,10
0.4,conformal_precontact_risk,average_precision,0.761013,0.010756,10
0.4,conformal_precontact_risk,control_chatter,0.057283,0.001523,10
0.4,conformal_precontact_risk,damage_rate,0.106667,0.009610,10
0.4,conformal_precontact_risk,early_recall,0.804666,0.009419,10
0.4,conformal_precontact_risk,ece,0.077945,0.006253,10
0.4,conformal_precontact_risk,false_alarm_rate,0.740232,0.029173,10
0.4,conformal_precontact_risk,gross_slip,0.455000,0.013697,10
0.4,conformal_precontact_risk,intervention_cost,0.225897,0.003606,10
0.4,conformal_precontact_risk,lead_time_margin,0.438024,0.002131,10
0.4,conformal_precontact_risk,recovery_success,0.134167,0.015228,10
0.4,conformal_precontact_risk,robust_utility,-0.111556,0.018016,10
0.4,conformal_precontact_risk,task_success,0.230833,0.012611,10
0.4,ensemble_uncertainty_guard,auroc,0.548983,0.013847,10
0.4,ensemble_uncertainty_guard,average_precision,0.757174,0.010288,10
0.4,ensemble_uncertainty_guard,control_chatter,0.176036,0.001155,10
0.4,ensemble_uncertainty_guard,damage_rate,0.090833,0.006793,10
0.4,ensemble_uncertainty_guard,early_recall,0.990309,0.003526,10
0.4,ensemble_uncertainty_guard,ece,0.109890,0.013215,10
0.4,ensemble_uncertainty_guard,false_alarm_rate,0.976782,0.009940,10
0.4,ensemble_uncertainty_guard,gross_slip,0.390000,0.012631,10
0.4,ensemble_uncertainty_guard,intervention_cost,0.454997,0.001747,10
0.4,ensemble_uncertainty_guard,lead_time_margin,0.491974,0.001996,10
0.4,ensemble_uncertainty_guard,recovery_success,0.245278,0.014012,10
0.4,ensemble_uncertainty_guard,robust_utility,-0.020920,0.011697,10
0.4,ensemble_uncertainty_guard,task_success,0.347222,0.009038,10
0.4,force_derivative_detector,auroc,0.547681,0.015143,10
0.4,force_derivative_detector,average_precision,0.758946,0.010801,10
0.4,force_derivative_detector,control_chatter,0.029206,0.001001,10
0.4,force_derivative_detector,damage_rate,0.123889,0.006452,10
0.4,force_derivative_detector,early_recall,0.429899,0.015564,10
0.4,force_derivative_detector,ece,0.253435,0.014639,10
0.4,force_derivative_detector,false_alarm_rate,0.353042,0.018630,10
0.4,force_derivative_detector,gross_slip,0.571389,0.012310,10
0.4,force_derivative_detector,intervention_cost,0.112862,0.002340,10
0.4,force_derivative_detector,lead_time_margin,0.389946,0.004400,10
0.4,force_derivative_detector,recovery_success,0.040000,0.008002,10
0.4,force_derivative_detector,robust_utility,-0.217958,0.018482,10
0.4,force_derivative_detector,task_success,0.147222,0.014519,10
0.4,friction_cone_margin,auroc,0.520957,0.023266,10
0.4,friction_cone_margin,average_precision,0.744623,0.020720,10
0.4,friction_cone_margin,control_chatter,0.092481,0.002437,10
