split,comparison,metric,mean,ci95,lower95,upper95,better_seeds,n
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,early_recall,0.508483,0.028415,0.480068,0.536899,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,false_alarm_rate,0.498301,0.046696,0.451604,0.544997,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,lead_time_margin,0.103089,0.003269,0.099820,0.106358,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,task_success,0.184375,0.032998,0.151377,0.217373,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,gross_slip,-0.202604,0.026334,-0.228938,-0.176271,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,damage_rate,-0.039583,0.020485,-0.060068,-0.019099,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,intervention_cost,0.218693,0.005390,0.213303,0.224083,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,control_chatter,0.101151,0.002728,0.098422,0.103879,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,recovery_success,0.193750,0.019830,0.173920,0.213580,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,robust_utility,0.233270,0.040072,0.193199,0.273342,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,average_precision,-0.002991,0.018549,-0.021541,0.015558,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,auroc,0.006709,0.029014,-0.022305,0.035724,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,ece,-0.024720,0.017484,-0.042205,-0.007236,2,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,early_recall,0.034013,0.016672,0.017340,0.050685,8,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,false_alarm_rate,0.043304,0.036330,0.006974,0.079633,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,lead_time_margin,0.060168,0.000972,0.059196,0.061140,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,task_success,0.052604,0.025072,0.027532,0.077676,9,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,gross_slip,-0.042188,0.022233,-0.064421,-0.019955,1,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,damage_rate,-0.006250,0.015429,-0.021679,0.009179,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,intervention_cost,0.058259,0.005085,0.053174,0.063343,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,control_chatter,0.032558,0.002295,0.030263,0.034852,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,recovery_success,0.056250,0.018121,0.038129,0.074371,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,robust_utility,0.060320,0.025656,0.034664,0.085976,9,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,average_precision,0.006033,0.026894,-0.020861,0.032927,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,auroc,0.024199,0.043334,-0.019135,0.067533,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,ece,-0.100912,0.025868,-0.126779,-0.075044,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,early_recall,0.260180,0.014983,0.245196,0.275163,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,false_alarm_rate,0.298863,0.049344,0.249518,0.348207,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,lead_time_margin,0.120905,0.002629,0.118276,0.123534,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,task_success,0.165104,0.021307,0.143797,0.186412,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,gross_slip,-0.160417,0.024996,-0.185413,-0.135421,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,damage_rate,-0.029687,0.014992,-0.044679,-0.014696,1,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,intervention_cost,0.166748,0.004573,0.162176,0.171321,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,control_chatter,0.083901,0.002207,0.081695,0.086108,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,recovery_success,0.173438,0.018949,0.154489,0.192387,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,robust_utility,0.206668,0.027544,0.179124,0.234212,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,average_precision,0.003801,0.023049,-0.019248,0.026850,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,auroc,-0.006167,0.035196,-0.041363,0.029029,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,ece,-0.008185,0.018115,-0.026300,0.009930,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,early_recall,0.006718,0.018436,-0.011718,0.025155,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,false_alarm_rate,0.069443,0.039169,0.030274,0.108611,9,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,lead_time_margin,0.059762,0.000719,0.059042,0.060481,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,task_success,0.114583,0.027644,0.086939,0.142228,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,gross_slip,-0.087500,0.028825,-0.116325,-0.058675,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,damage_rate,-0.017708,0.018400,-0.036108,0.000692,2,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,intervention_cost,0.074042,0.006154,0.067888,0.080196,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,control_chatter,0.038378,0.002862,0.035516,0.041241,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,recovery_success,0.113021,0.028062,0.084959,0.141083,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,robust_utility,0.144689,0.031099,0.113590,0.175787,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,average_precision,0.001797,0.024331,-0.022534,0.026128,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,auroc,0.015838,0.047427,-0.031589,0.063265,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,ece,-0.020026,0.020944,-0.040970,0.000919,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,early_recall,-0.028747,0.013897,-0.042644,-0.014851,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,false_alarm_rate,-0.033157,0.022994,-0.056152,-0.010163,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,lead_time_margin,-0.000694,0.000488,-0.001182,-0.000206,2,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,task_success,0.012500,0.017760,-0.005260,0.030260,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,gross_slip,0.001562,0.024634,-0.023072,0.026197,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,damage_rate,0.010417,0.010652,-0.000236,0.021069,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,intervention_cost,-0.109986,0.004399,-0.114385,-0.105587,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,control_chatter,-0.055210,0.002011,-0.057221,-0.053199,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,recovery_success,0.007813,0.021908,-0.014095,0.029720,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,robust_utility,0.033694,0.021022,0.012671,0.054716,9,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,average_precision,0.002117,0.018939,-0.016822,0.021055,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,auroc,-0.007460,0.039317,-0.046777,0.031857,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,ece,0.001370,0.015000,-0.013630,0.016369,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,early_recall,0.109490,0.019546,0.089944,0.129036,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,false_alarm_rate,0.168770,0.058479,0.110291,0.227248,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,lead_time_margin,0.051141,0.001460,0.049680,0.052601,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,task_success,0.067187,0.022285,0.044903,0.089472,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,gross_slip,-0.057292,0.028954,-0.086245,-0.028338,1,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,damage_rate,-0.009896,0.017381,-0.027277,0.007485,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,intervention_cost,0.106449,0.006578,0.099871,0.113027,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,control_chatter,0.073833,0.002931,0.070901,0.076764,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,recovery_success,0.075521,0.022326,0.053195,0.097847,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,robust_utility,0.066966,0.024401,0.042565,0.091368,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,average_precision,-0.008540,0.021863,-0.030403,0.013324,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,auroc,-0.013488,0.035923,-0.049411,0.022435,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,ece,0.012598,0.016930,-0.004332,0.029528,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,early_recall,-0.017068,0.012706,-0.029774,-0.004362,2,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,false_alarm_rate,-0.004926,0.021984,-0.026911,0.017058,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,lead_time_margin,0.029637,0.000412,0.029225,0.030049,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,task_success,0.006771,0.028390,-0.021619,0.035161,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,gross_slip,-0.038021,0.031959,-0.069980,-0.006062,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,damage_rate,-0.001042,0.013336,-0.014377,0.012294,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,intervention_cost,0.055288,0.003635,0.051654,0.058923,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,control_chatter,0.034027,0.001650,0.032376,0.035677,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,recovery_success,0.011458,0.026655,-0.015197,0.038113,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_particle_friction_belief,robust_utility,0.012270,0.030578,-0.018308,0.042848,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,average_precision,0.006597,0.019026,-0.012428,0.025623,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,auroc,0.023831,0.031014,-0.007183,0.054844,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,ece,-0.020778,0.017003,-0.037781,-0.003775,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,early_recall,0.023612,0.020006,0.003606,0.043618,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,false_alarm_rate,0.044871,0.038120,0.006750,0.082991,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,lead_time_margin,0.019713,0.001459,0.018254,0.021171,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,task_success,-0.048438,0.025738,-0.074175,-0.022700,1,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,gross_slip,0.017188,0.028186,-0.010998,0.045373,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,damage_rate,0.003125,0.019500,-0.016375,0.022625,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,intervention_cost,0.008813,0.005512,0.003301,0.014325,8,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,control_chatter,0.045272,0.002244,0.043029,0.047516,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,recovery_success,-0.037500,0.027341,-0.064841,-0.010159,2,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,robust_utility,-0.065530,0.025487,-0.091017,-0.040043,1,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,average_precision,-0.007195,0.023245,-0.030440,0.016050,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,auroc,0.000090,0.041240,-0.041150,0.041330,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,ece,-0.019361,0.014750,-0.034111,-0.004610,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,early_recall,0.010381,0.010557,-0.000176,0.020937,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,false_alarm_rate,0.016627,0.024692,-0.008065,0.041319,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,lead_time_margin,0.010130,0.001097,0.009033,0.011227,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,task_success,-0.098959,0.021467,-0.120426,-0.077491,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,gross_slip,0.029167,0.032539,-0.003372,0.061705,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,damage_rate,0.010417,0.019007,-0.008590,0.029424,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,intervention_cost,-0.025425,0.003578,-0.029003,-0.021846,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,control_chatter,0.029495,0.001609,0.027886,0.031104,10,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,recovery_success,-0.076042,0.019736,-0.095778,-0.056306,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,robust_utility,-0.116206,0.031499,-0.147705,-0.084708,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,average_precision,-0.013471,0.021990,-0.035460,0.008519,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,auroc,-0.028816,0.029529,-0.058345,0.000713,4,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,ece,-0.009335,0.014394,-0.023729,0.005060,3,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,early_recall,-0.001678,0.015390,-0.017068,0.013712,5,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,false_alarm_rate,0.025501,0.031525,-0.006023,0.057026,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,lead_time_margin,-0.009885,0.000965,-0.010849,-0.008920,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,task_success,0.014583,0.025500,-0.010917,0.040084,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,gross_slip,-0.009375,0.025409,-0.034784,0.016034,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,damage_rate,0.005729,0.011332,-0.005602,0.017061,7,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,intervention_cost,-0.076328,0.005857,-0.082186,-0.070471,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,control_chatter,-0.041475,0.002798,-0.044273,-0.038677,0,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,recovery_success,0.015625,0.026793,-0.011168,0.042419,6,10
combined_hard_shift,calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,robust_utility,0.033730,0.028423,0.005308,0.062153,7,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,average_precision,-0.009180,0.030778,-0.039957,0.021598,4,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,auroc,-0.009021,0.040956,-0.049978,0.031935,5,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,ece,-0.033977,0.016777,-0.050754,-0.017200,1,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,early_recall,0.362122,0.021810,0.340312,0.383932,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,false_alarm_rate,0.406958,0.042522,0.364436,0.449481,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,lead_time_margin,0.047406,0.002980,0.044426,0.050386,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,task_success,0.170313,0.027096,0.143216,0.197409,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,gross_slip,-0.113542,0.049470,-0.163012,-0.064071,1,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,damage_rate,-0.028646,0.024455,-0.053101,-0.004191,3,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,intervention_cost,0.182683,0.005316,0.177367,0.188000,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,control_chatter,0.074767,0.002694,0.072072,0.077461,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,recovery_success,0.154167,0.020765,0.133402,0.174932,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_vision_gap_threshold,robust_utility,0.177734,0.033759,0.143975,0.211493,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,average_precision,0.032716,0.023315,0.009401,0.056031,8,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,auroc,0.060872,0.035315,0.025557,0.096187,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,ece,-0.269946,0.024427,-0.294372,-0.245519,0,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,early_recall,0.764383,0.023790,0.740592,0.788173,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,false_alarm_rate,0.732889,0.043772,0.689118,0.776661,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,lead_time_margin,0.138877,0.006480,0.132397,0.145358,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,task_success,0.208333,0.028429,0.179904,0.236762,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,gross_slip,-0.181771,0.038210,-0.219981,-0.143561,0,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,damage_rate,-0.046875,0.021894,-0.068769,-0.024981,1,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,intervention_cost,0.265435,0.005255,0.260180,0.270690,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,control_chatter,0.109556,0.002589,0.106966,0.112145,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,recovery_success,0.209375,0.020965,0.188410,0.230340,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_normal_force_threshold,robust_utility,0.222870,0.031152,0.191718,0.254022,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,average_precision,0.011380,0.046093,-0.034713,0.057473,5,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,auroc,0.025959,0.074588,-0.048630,0.100547,6,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,ece,-0.142655,0.023944,-0.166599,-0.118712,0,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,early_recall,0.502697,0.026762,0.475935,0.529459,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,false_alarm_rate,0.501850,0.067102,0.434747,0.568952,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,lead_time_margin,0.100481,0.002523,0.097959,0.103004,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,task_success,0.184375,0.027485,0.156890,0.211860,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,gross_slip,-0.138021,0.030785,-0.168806,-0.107235,0,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,damage_rate,-0.036979,0.027241,-0.064220,-0.009738,2,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,intervention_cost,0.220572,0.006682,0.213890,0.227254,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,control_chatter,0.089230,0.003284,0.085947,0.092514,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,recovery_success,0.180208,0.018650,0.161558,0.198859,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_force_derivative_detector,robust_utility,0.194614,0.030118,0.164496,0.224731,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,average_precision,-0.001761,0.017831,-0.019592,0.016070,5,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,auroc,0.007605,0.028622,-0.021017,0.036226,5,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,ece,-0.014940,0.022948,-0.037889,0.008008,2,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,early_recall,0.077184,0.018096,0.059088,0.095280,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,false_alarm_rate,0.072861,0.020583,0.052278,0.093444,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,lead_time_margin,0.060699,0.001252,0.059447,0.061951,10,10
compliance_shift,calibrated_precontact_microslip_v5_minus_friction_cone_margin,task_success,0.058333,0.030956,0.027377,0.089289,9,10
