split,method,metric,mean,ci95,n
combined_hard_shift,oracle_precontact_risk,average_precision,0.869077,0.013419,10
combined_hard_shift,oracle_precontact_risk,control_chatter,0.074024,0.001338,10
combined_hard_shift,oracle_precontact_risk,damage_rate,0.040625,0.010846,10
combined_hard_shift,oracle_precontact_risk,early_recall,0.999390,0.001195,10
combined_hard_shift,oracle_precontact_risk,ece,0.040602,0.009536,10
combined_hard_shift,oracle_precontact_risk,false_alarm_rate,0.997500,0.004900,10
combined_hard_shift,oracle_precontact_risk,gross_slip,0.257292,0.023338,10
combined_hard_shift,oracle_precontact_risk,intervention_cost,0.314700,0.001933,10
combined_hard_shift,oracle_precontact_risk,lead_time_margin,0.357539,0.002546,10
combined_hard_shift,oracle_precontact_risk,recovery_success,0.510938,0.028610,10
combined_hard_shift,oracle_precontact_risk,robust_utility,0.367160,0.032617,10
combined_hard_shift,oracle_precontact_risk,task_success,0.602604,0.032140,10
combined_hard_shift,particle_friction_belief,auroc,0.559052,0.025673,10
combined_hard_shift,particle_friction_belief,average_precision,0.834960,0.020872,10
combined_hard_shift,particle_friction_belief,control_chatter,0.101101,0.001500,10
combined_hard_shift,particle_friction_belief,damage_rate,0.098437,0.010031,10
combined_hard_shift,particle_friction_belief,early_recall,0.982537,0.005427,10
combined_hard_shift,particle_friction_belief,ece,0.081299,0.013346,10
combined_hard_shift,particle_friction_belief,false_alarm_rate,0.963757,0.014174,10
combined_hard_shift,particle_friction_belief,gross_slip,0.476562,0.022890,10
combined_hard_shift,particle_friction_belief,intervention_cost,0.289323,0.002187,10
combined_hard_shift,particle_friction_belief,lead_time_margin,0.287269,0.002679,10
combined_hard_shift,particle_friction_belief,recovery_success,0.220833,0.021799,10
combined_hard_shift,particle_friction_belief,robust_utility,-0.069928,0.022762,10
combined_hard_shift,particle_friction_belief,task_success,0.292187,0.025393,10
combined_hard_shift,precontact_microslip_v4,auroc,0.574379,0.018569,10
combined_hard_shift,precontact_microslip_v4,average_precision,0.839891,0.016988,10
combined_hard_shift,precontact_microslip_v4,control_chatter,0.176603,0.002018,10
combined_hard_shift,precontact_microslip_v4,damage_rate,0.091667,0.010995,10
combined_hard_shift,precontact_microslip_v4,early_recall,0.967148,0.010283,10
combined_hard_shift,precontact_microslip_v4,ece,0.103231,0.009085,10
combined_hard_shift,precontact_microslip_v4,false_alarm_rate,0.933330,0.028755,10
combined_hard_shift,precontact_microslip_v4,gross_slip,0.447916,0.016033,10
combined_hard_shift,precontact_microslip_v4,intervention_cost,0.420940,0.003978,10
combined_hard_shift,precontact_microslip_v4,lead_time_margin,0.326791,0.002011,10
combined_hard_shift,precontact_microslip_v4,recovery_success,0.216667,0.017760,10
combined_hard_shift,precontact_microslip_v4,robust_utility,-0.091388,0.017505,10
combined_hard_shift,precontact_microslip_v4,task_success,0.284375,0.014292,10
combined_hard_shift,recovery_aware_grasp_mpc,auroc,0.545474,0.036378,10
combined_hard_shift,recovery_aware_grasp_mpc,average_precision,0.833616,0.021553,10
combined_hard_shift,recovery_aware_grasp_mpc,control_chatter,0.105633,0.002009,10
combined_hard_shift,recovery_aware_grasp_mpc,damage_rate,0.086979,0.012737,10
combined_hard_shift,recovery_aware_grasp_mpc,early_recall,0.955089,0.008987,10
combined_hard_shift,recovery_aware_grasp_mpc,ece,0.113257,0.014078,10
combined_hard_shift,recovery_aware_grasp_mpc,false_alarm_rate,0.942203,0.019613,10
combined_hard_shift,recovery_aware_grasp_mpc,gross_slip,0.409375,0.023038,10
combined_hard_shift,recovery_aware_grasp_mpc,intervention_cost,0.370036,0.004461,10
combined_hard_shift,recovery_aware_grasp_mpc,lead_time_margin,0.306776,0.002567,10
combined_hard_shift,recovery_aware_grasp_mpc,recovery_success,0.308333,0.011469,10
combined_hard_shift,recovery_aware_grasp_mpc,robust_utility,0.058549,0.018763,10
combined_hard_shift,recovery_aware_grasp_mpc,task_success,0.397917,0.015534,10
combined_hard_shift,tactile_temporal_filter,auroc,0.521364,0.039302,10
combined_hard_shift,tactile_temporal_filter,average_precision,0.820388,0.016081,10
combined_hard_shift,tactile_temporal_filter,control_chatter,0.051226,0.001301,10
combined_hard_shift,tactile_temporal_filter,damage_rate,0.127083,0.011203,10
combined_hard_shift,tactile_temporal_filter,early_recall,0.705290,0.017350,10
combined_hard_shift,tactile_temporal_filter,ece,0.194808,0.026199,10
combined_hard_shift,tactile_temporal_filter,false_alarm_rate,0.659968,0.047418,10
combined_hard_shift,tactile_temporal_filter,gross_slip,0.598958,0.015594,10
combined_hard_shift,tactile_temporal_filter,intervention_cost,0.177863,0.002919,10
combined_hard_shift,tactile_temporal_filter,lead_time_margin,0.196001,0.003167,10
combined_hard_shift,tactile_temporal_filter,recovery_success,0.058854,0.009868,10
combined_hard_shift,tactile_temporal_filter,robust_utility,-0.264325,0.016034,10
combined_hard_shift,tactile_temporal_filter,task_success,0.133854,0.012917,10
combined_hard_shift,vision_gap_threshold,auroc,0.569059,0.030996,10
combined_hard_shift,vision_gap_threshold,average_precision,0.844567,0.017286,10
combined_hard_shift,vision_gap_threshold,control_chatter,0.041600,0.001795,10
combined_hard_shift,vision_gap_threshold,damage_rate,0.120313,0.012405,10
combined_hard_shift,vision_gap_threshold,early_recall,0.519381,0.022402,10
combined_hard_shift,vision_gap_threshold,ece,0.231849,0.014533,10
combined_hard_shift,vision_gap_threshold,false_alarm_rate,0.421078,0.032207,10
combined_hard_shift,vision_gap_threshold,gross_slip,0.615104,0.020385,10
combined_hard_shift,vision_gap_threshold,intervention_cost,0.146298,0.003713,10
combined_hard_shift,vision_gap_threshold,lead_time_margin,0.271905,0.004537,10
combined_hard_shift,vision_gap_threshold,recovery_success,0.066146,0.009985,10
combined_hard_shift,vision_gap_threshold,robust_utility,-0.255421,0.016235,10
combined_hard_shift,vision_gap_threshold,task_success,0.133854,0.012179,10
compliance_shift,calibrated_precontact_microslip_v5,auroc,0.556025,0.040739,10
compliance_shift,calibrated_precontact_microslip_v5,average_precision,0.752221,0.021888,10
compliance_shift,calibrated_precontact_microslip_v5,control_chatter,0.120783,0.002404,10
compliance_shift,calibrated_precontact_microslip_v5,damage_rate,0.084896,0.015221,10
compliance_shift,calibrated_precontact_microslip_v5,early_recall,0.946723,0.006908,10
compliance_shift,calibrated_precontact_microslip_v5,ece,0.102288,0.016231,10
compliance_shift,calibrated_precontact_microslip_v5,false_alarm_rate,0.918843,0.026587,10
compliance_shift,calibrated_precontact_microslip_v5,gross_slip,0.411458,0.037523,10
compliance_shift,calibrated_precontact_microslip_v5,intervention_cost,0.338886,0.004531,10
compliance_shift,calibrated_precontact_microslip_v5,lead_time_margin,0.527048,0.002497,10
compliance_shift,calibrated_precontact_microslip_v5,recovery_success,0.220312,0.021144,10
compliance_shift,calibrated_precontact_microslip_v5,robust_utility,-0.009421,0.020794,10
compliance_shift,calibrated_precontact_microslip_v5,task_success,0.339063,0.025666,10
compliance_shift,conformal_precontact_risk,auroc,0.535544,0.022454,10
compliance_shift,conformal_precontact_risk,average_precision,0.738521,0.019620,10
compliance_shift,conformal_precontact_risk,control_chatter,0.060511,0.001762,10
compliance_shift,conformal_precontact_risk,damage_rate,0.098958,0.016946,10
compliance_shift,conformal_precontact_risk,early_recall,0.855081,0.012175,10
compliance_shift,conformal_precontact_risk,ece,0.094425,0.009724,10
compliance_shift,conformal_precontact_risk,false_alarm_rate,0.812167,0.032023,10
compliance_shift,conformal_precontact_risk,gross_slip,0.473438,0.013130,10
compliance_shift,conformal_precontact_risk,intervention_cost,0.239071,0.004033,10
compliance_shift,conformal_precontact_risk,lead_time_margin,0.474298,0.002669,10
compliance_shift,conformal_precontact_risk,recovery_success,0.154167,0.011203,10
compliance_shift,conformal_precontact_risk,robust_utility,-0.093688,0.021486,10
compliance_shift,conformal_precontact_risk,task_success,0.261458,0.018438,10
compliance_shift,ensemble_uncertainty_guard,auroc,0.545916,0.033768,10
compliance_shift,ensemble_uncertainty_guard,average_precision,0.746354,0.031271,10
compliance_shift,ensemble_uncertainty_guard,control_chatter,0.168694,0.002544,10
compliance_shift,ensemble_uncertainty_guard,damage_rate,0.090104,0.011291,10
compliance_shift,ensemble_uncertainty_guard,early_recall,0.982552,0.006867,10
compliance_shift,ensemble_uncertainty_guard,ece,0.112447,0.016482,10
compliance_shift,ensemble_uncertainty_guard,false_alarm_rate,0.966746,0.018589,10
compliance_shift,ensemble_uncertainty_guard,gross_slip,0.374479,0.020835,10
compliance_shift,ensemble_uncertainty_guard,intervention_cost,0.451514,0.004622,10
compliance_shift,ensemble_uncertainty_guard,lead_time_margin,0.527695,0.002579,10
compliance_shift,ensemble_uncertainty_guard,recovery_success,0.218229,0.016908,10
compliance_shift,ensemble_uncertainty_guard,robust_utility,-0.034111,0.019244,10
compliance_shift,ensemble_uncertainty_guard,task_success,0.326042,0.019736,10
compliance_shift,force_derivative_detector,auroc,0.530066,0.044216,10
compliance_shift,force_derivative_detector,average_precision,0.740841,0.036794,10
compliance_shift,force_derivative_detector,control_chatter,0.031552,0.002720,10
compliance_shift,force_derivative_detector,damage_rate,0.121875,0.014129,10
compliance_shift,force_derivative_detector,early_recall,0.444026,0.026668,10
compliance_shift,force_derivative_detector,ece,0.244944,0.013193,10
compliance_shift,force_derivative_detector,false_alarm_rate,0.416993,0.059229,10
compliance_shift,force_derivative_detector,gross_slip,0.549479,0.023041,10
compliance_shift,force_derivative_detector,intervention_cost,0.118313,0.005371,10
compliance_shift,force_derivative_detector,lead_time_margin,0.426567,0.003724,10
compliance_shift,force_derivative_detector,recovery_success,0.040104,0.007616,10
compliance_shift,force_derivative_detector,robust_utility,-0.204035,0.015607,10
compliance_shift,force_derivative_detector,task_success,0.154688,0.007616,10
compliance_shift,friction_cone_margin,auroc,0.548420,0.025404,10
compliance_shift,friction_cone_margin,average_precision,0.753982,0.018358,10
compliance_shift,friction_cone_margin,control_chatter,0.089504,0.002486,10
compliance_shift,friction_cone_margin,damage_rate,0.098437,0.012311,10
compliance_shift,friction_cone_margin,early_recall,0.869539,0.019403,10
compliance_shift,friction_cone_margin,ece,0.117228,0.013802,10
compliance_shift,friction_cone_margin,false_alarm_rate,0.845982,0.029931,10
compliance_shift,friction_cone_margin,gross_slip,0.435937,0.019131,10
compliance_shift,friction_cone_margin,intervention_cost,0.270920,0.005392,10
compliance_shift,friction_cone_margin,lead_time_margin,0.466349,0.002882,10
compliance_shift,friction_cone_margin,recovery_success,0.172396,0.011332,10
compliance_shift,friction_cone_margin,robust_utility,-0.066497,0.014074,10
compliance_shift,friction_cone_margin,task_success,0.280729,0.013649,10
compliance_shift,mpc_grip_stabilizer,auroc,0.529206,0.024832,10
compliance_shift,mpc_grip_stabilizer,average_precision,0.740588,0.032403,10
compliance_shift,mpc_grip_stabilizer,control_chatter,0.080742,0.001505,10
compliance_shift,mpc_grip_stabilizer,damage_rate,0.097917,0.007878,10
compliance_shift,mpc_grip_stabilizer,early_recall,0.885757,0.013776,10
compliance_shift,mpc_grip_stabilizer,ece,0.104042,0.011488,10
compliance_shift,mpc_grip_stabilizer,false_alarm_rate,0.871720,0.020856,10
compliance_shift,mpc_grip_stabilizer,gross_slip,0.373958,0.021185,10
compliance_shift,mpc_grip_stabilizer,intervention_cost,0.321122,0.004369,10
compliance_shift,mpc_grip_stabilizer,lead_time_margin,0.505745,0.003465,10
compliance_shift,mpc_grip_stabilizer,recovery_success,0.237500,0.016475,10
compliance_shift,mpc_grip_stabilizer,robust_utility,0.023499,0.023972,10
compliance_shift,mpc_grip_stabilizer,task_success,0.350000,0.016656,10
compliance_shift,normal_force_threshold,auroc,0.495152,0.025815,10
compliance_shift,normal_force_threshold,average_precision,0.719505,0.024462,10
compliance_shift,normal_force_threshold,control_chatter,0.011227,0.001207,10
compliance_shift,normal_force_threshold,damage_rate,0.131771,0.021524,10
compliance_shift,normal_force_threshold,early_recall,0.182340,0.021244,10
compliance_shift,normal_force_threshold,ece,0.372234,0.016387,10
compliance_shift,normal_force_threshold,false_alarm_rate,0.185953,0.035969,10
compliance_shift,normal_force_threshold,gross_slip,0.593229,0.013131,10
compliance_shift,normal_force_threshold,intervention_cost,0.073450,0.002645,10
compliance_shift,normal_force_threshold,lead_time_margin,0.388171,0.007631,10
compliance_shift,normal_force_threshold,recovery_success,0.010938,0.004154,10
compliance_shift,normal_force_threshold,robust_utility,-0.232292,0.015100,10
compliance_shift,normal_force_threshold,task_success,0.130729,0.009915,10
compliance_shift,optical_tactile_classifier,auroc,0.567021,0.021313,10
compliance_shift,optical_tactile_classifier,average_precision,0.766230,0.026645,10
compliance_shift,optical_tactile_classifier,control_chatter,0.093480,0.002084,10
compliance_shift,optical_tactile_classifier,damage_rate,0.092708,0.009720,10
compliance_shift,optical_tactile_classifier,early_recall,0.967291,0.011859,10
compliance_shift,optical_tactile_classifier,ece,0.126996,0.016050,10
compliance_shift,optical_tactile_classifier,false_alarm_rate,0.942637,0.019676,10
compliance_shift,optical_tactile_classifier,gross_slip,0.464062,0.017711,10
compliance_shift,optical_tactile_classifier,intervention_cost,0.276948,0.004052,10
compliance_shift,optical_tactile_classifier,lead_time_margin,0.466701,0.002624,10
compliance_shift,optical_tactile_classifier,recovery_success,0.133333,0.016262,10
compliance_shift,optical_tactile_classifier,robust_utility,-0.133490,0.022396,10
compliance_shift,optical_tactile_classifier,task_success,0.230729,0.020701,10
compliance_shift,oracle_precontact_risk,auroc,0.627636,0.028009,10
compliance_shift,oracle_precontact_risk,average_precision,0.803207,0.017969,10
compliance_shift,oracle_precontact_risk,control_chatter,0.070111,0.001730,10
compliance_shift,oracle_precontact_risk,damage_rate,0.052083,0.011489,10
compliance_shift,oracle_precontact_risk,early_recall,0.977940,0.008964,10
compliance_shift,oracle_precontact_risk,ece,0.059461,0.009960,10
compliance_shift,oracle_precontact_risk,false_alarm_rate,0.945719,0.024095,10
compliance_shift,oracle_precontact_risk,gross_slip,0.246354,0.015448,10
compliance_shift,oracle_precontact_risk,intervention_cost,0.308659,0.003485,10
compliance_shift,oracle_precontact_risk,lead_time_margin,0.566354,0.002773,10
compliance_shift,oracle_precontact_risk,recovery_success,0.462500,0.019946,10
compliance_shift,oracle_precontact_risk,robust_utility,0.353284,0.034783,10
compliance_shift,oracle_precontact_risk,task_success,0.599479,0.025118,10
compliance_shift,particle_friction_belief,auroc,0.559329,0.045531,10
compliance_shift,particle_friction_belief,average_precision,0.755331,0.033808,10
compliance_shift,particle_friction_belief,control_chatter,0.091745,0.001769,10
compliance_shift,particle_friction_belief,damage_rate,0.088021,0.011733,10
compliance_shift,particle_friction_belief,early_recall,0.945928,0.012496,10
compliance_shift,particle_friction_belief,ece,0.090395,0.022175,10
compliance_shift,particle_friction_belief,false_alarm_rate,0.926715,0.019696,10
compliance_shift,particle_friction_belief,gross_slip,0.426042,0.014259,10
compliance_shift,particle_friction_belief,intervention_cost,0.281863,0.003019,10
compliance_shift,particle_friction_belief,lead_time_margin,0.497176,0.002874,10
compliance_shift,particle_friction_belief,recovery_success,0.190104,0.013547,10
compliance_shift,particle_friction_belief,robust_utility,-0.040837,0.017749,10
compliance_shift,particle_friction_belief,task_success,0.303125,0.014096,10
compliance_shift,precontact_microslip_v4,auroc,0.520130,0.027077,10
compliance_shift,precontact_microslip_v4,average_precision,0.740321,0.026100,10
compliance_shift,precontact_microslip_v4,control_chatter,0.154055,0.002379,10
compliance_shift,precontact_microslip_v4,damage_rate,0.094271,0.012217,10
compliance_shift,precontact_microslip_v4,early_recall,0.929521,0.013099,10
compliance_shift,precontact_microslip_v4,ece,0.138075,0.018209,10
compliance_shift,precontact_microslip_v4,false_alarm_rate,0.916300,0.025113,10
compliance_shift,precontact_microslip_v4,gross_slip,0.422396,0.025620,10
compliance_shift,precontact_microslip_v4,intervention_cost,0.410879,0.004267,10
compliance_shift,precontact_microslip_v4,lead_time_margin,0.536832,0.002757,10
compliance_shift,precontact_microslip_v4,recovery_success,0.220833,0.020710,10
compliance_shift,precontact_microslip_v4,robust_utility,-0.045666,0.029749,10
compliance_shift,precontact_microslip_v4,task_success,0.328125,0.019068,10
compliance_shift,recovery_aware_grasp_mpc,auroc,0.503854,0.036547,10
compliance_shift,recovery_aware_grasp_mpc,average_precision,0.725053,0.028065,10
compliance_shift,recovery_aware_grasp_mpc,control_chatter,0.095648,0.001938,10
compliance_shift,recovery_aware_grasp_mpc,damage_rate,0.082812,0.011229,10
compliance_shift,recovery_aware_grasp_mpc,early_recall,0.928254,0.013983,10
compliance_shift,recovery_aware_grasp_mpc,ece,0.125472,0.019296,10
compliance_shift,recovery_aware_grasp_mpc,false_alarm_rate,0.905299,0.023070,10
compliance_shift,recovery_aware_grasp_mpc,gross_slip,0.373438,0.016743,10
compliance_shift,recovery_aware_grasp_mpc,intervention_cost,0.361843,0.004042,10
compliance_shift,recovery_aware_grasp_mpc,lead_time_margin,0.517639,0.002360,10
compliance_shift,recovery_aware_grasp_mpc,recovery_success,0.273958,0.018897,10
compliance_shift,recovery_aware_grasp_mpc,robust_utility,0.067085,0.023976,10
compliance_shift,recovery_aware_grasp_mpc,task_success,0.397396,0.022981,10
compliance_shift,tactile_temporal_filter,auroc,0.532192,0.022506,10
compliance_shift,tactile_temporal_filter,average_precision,0.737880,0.020250,10
compliance_shift,tactile_temporal_filter,control_chatter,0.050509,0.002721,10
compliance_shift,tactile_temporal_filter,damage_rate,0.115625,0.010631,10
compliance_shift,tactile_temporal_filter,early_recall,0.716820,0.030347,10
compliance_shift,tactile_temporal_filter,ece,0.157477,0.018367,10
compliance_shift,tactile_temporal_filter,false_alarm_rate,0.667272,0.043938,10
compliance_shift,tactile_temporal_filter,gross_slip,0.529167,0.019321,10
compliance_shift,tactile_temporal_filter,intervention_cost,0.177806,0.006052,10
compliance_shift,tactile_temporal_filter,lead_time_margin,0.404100,0.003960,10
compliance_shift,tactile_temporal_filter,recovery_success,0.071354,0.012645,10
compliance_shift,tactile_temporal_filter,robust_utility,-0.191202,0.016971,10
compliance_shift,tactile_temporal_filter,task_success,0.179167,0.015534,10
compliance_shift,vision_gap_threshold,auroc,0.565046,0.023376,10
compliance_shift,vision_gap_threshold,average_precision,0.761400,0.026887,10
compliance_shift,vision_gap_threshold,control_chatter,0.046016,0.001430,10
compliance_shift,vision_gap_threshold,damage_rate,0.113542,0.014096,10
compliance_shift,vision_gap_threshold,early_recall,0.584601,0.020533,10
compliance_shift,vision_gap_threshold,ece,0.136265,0.011182,10
compliance_shift,vision_gap_threshold,false_alarm_rate,0.511885,0.040896,10
compliance_shift,vision_gap_threshold,gross_slip,0.525000,0.029224,10
compliance_shift,vision_gap_threshold,intervention_cost,0.156202,0.003074,10
compliance_shift,vision_gap_threshold,lead_time_margin,0.479642,0.004821,10
compliance_shift,vision_gap_threshold,recovery_success,0.066146,0.007915,10
compliance_shift,vision_gap_threshold,robust_utility,-0.187156,0.019327,10
compliance_shift,vision_gap_threshold,task_success,0.168750,0.013964,10
latency_shift,calibrated_precontact_microslip_v5,auroc,0.559811,0.032119,10
latency_shift,calibrated_precontact_microslip_v5,average_precision,0.769687,0.020503,10
latency_shift,calibrated_precontact_microslip_v5,control_chatter,0.117287,0.002825,10
latency_shift,calibrated_precontact_microslip_v5,damage_rate,0.103125,0.007105,10
latency_shift,calibrated_precontact_microslip_v5,early_recall,0.909495,0.007022,10
latency_shift,calibrated_precontact_microslip_v5,ece,0.086089,0.012986,10
latency_shift,calibrated_precontact_microslip_v5,false_alarm_rate,0.877454,0.035014,10
latency_shift,calibrated_precontact_microslip_v5,gross_slip,0.404167,0.030329,10
latency_shift,calibrated_precontact_microslip_v5,intervention_cost,0.337530,0.005365,10
latency_shift,calibrated_precontact_microslip_v5,lead_time_margin,0.335144,0.004123,10
