method,split,task,seed,episode,stress_level,label,risk,true_risk,mu,compliance,pre_shear,friction_margin,alarm,early_warning,lead_time,false_alarm,grasp_success,gross_slip,damage,control_cost,tightness
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,29,,1,0.684584,0.707364,0.227071,0.370032,0.208835,0.050699,1,1,0.106372,0,0,1,0.279759,1.039286,0.726521
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,30,,1,0.768940,0.759767,0.236265,0.334545,0.457622,-0.165231,1,1,0.104995,0,0,1,0.292347,1.085517,0.772917
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,31,,1,0.604690,0.703560,0.212414,0.316742,0.424703,-0.183538,1,1,0.107340,0,0,1,0.267986,0.995460,0.682580
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,32,,1,0.776917,0.676910,0.220450,0.475631,0.305433,-0.057819,1,1,0.107160,0,1,0,0.213301,1.090164,0.777304
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,33,,0,0.482390,0.638167,0.302676,0.284454,0.361834,0.006873,0,0,0.000000,0,0,1,0.127630,0.439933,0.427182
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,34,,0,0.599474,0.598551,0.245884,0.303284,0.248584,0.019205,1,0,0.000000,1,1,0,0.186294,0.992469,0.679710
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,35,,1,0.597355,0.788309,0.184137,0.364809,0.252753,-0.050346,1,1,0.106252,0,0,1,0.266926,0.991296,0.678545
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,36,,1,0.534629,0.591152,0.246074,0.281088,0.265829,0.018790,1,1,0.105289,0,1,0,0.175828,0.956681,0.644046
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,37,,0,0.701100,0.751656,0.209779,0.271131,0.345287,-0.116887,1,0,0.000000,1,0,1,0.280970,1.048295,0.735605
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,38,,1,0.550694,0.650795,0.175053,0.378400,0.263543,-0.057479,1,1,0.107270,0,1,0,0.180117,0.965754,0.652882
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,39,,0,0.576348,0.548186,0.201294,0.305041,0.184444,0.028473,1,0,0.000000,1,1,0,0.182192,0.979392,0.666991
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,40,,0,0.571008,0.781344,0.080000,0.297979,0.329969,-0.243122,1,0,0.000000,1,0,1,0.262249,0.976650,0.664054
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,41,,0,0.817679,0.702520,0.152364,0.333788,0.446342,-0.263986,1,0,0.000000,1,0,1,0.299170,1.112273,0.799724
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,42,,1,0.671632,0.707373,0.244978,0.348630,0.295064,-0.036072,1,1,0.104819,0,0,1,0.278719,1.031976,0.719398
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,43,,0,0.587776,0.574513,0.170832,0.465351,0.192417,-0.014147,1,0,0.000000,1,1,0,0.185351,0.986071,0.673277
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,44,,0,0.558323,0.745331,0.202167,0.319704,0.444113,-0.216898,1,0,0.000000,1,0,1,0.260077,0.969679,0.657077
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,45,,1,0.600512,0.715579,0.152448,0.389549,0.255604,-0.081860,1,1,0.103665,0,0,1,0.266256,0.992721,0.680282
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,46,,1,0.506826,0.644839,0.235839,0.482872,0.341712,-0.062283,0,0,0.000000,0,0,1,0.127859,0.443900,0.431092
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,47,,1,0.751001,0.787886,0.195049,0.397867,0.391823,-0.182215,1,1,0.105935,0,0,1,0.289464,1.075763,0.763050
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,48,,0,0.416869,0.557425,0.202010,0.374558,0.201923,0.036696,0,0,0.000000,0,0,1,0.127074,0.429682,0.416699
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,49,,1,0.649619,0.728608,0.134991,0.431534,0.307609,-0.150710,1,1,0.106960,0,0,1,0.274051,1.020126,0.707291
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,50,,1,0.597832,0.545456,0.221219,0.378268,0.379703,-0.158380,1,1,0.105399,0,1,0,0.186429,0.991456,0.678808
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,51,,1,0.507710,0.721576,0.127340,0.229215,0.265792,-0.111927,0,0,0.000000,0,0,1,0.126859,0.444014,0.431234
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,52,,1,0.576650,0.768449,0.080000,0.332233,0.348615,-0.267894,1,1,0.104839,0,0,1,0.262254,0.979738,0.667158
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,53,,0,0.566174,0.608650,0.246319,0.411856,0.280344,-0.019756,1,0,0.000000,1,1,0,0.181741,0.974274,0.661396
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,54,,1,0.777193,0.777857,0.176799,0.346627,0.396891,-0.184234,1,1,0.106581,0,0,1,0.293175,1.090246,0.777456
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,55,,0,0.460614,0.751419,0.193133,0.397854,0.389009,-0.176955,0,0,0.000000,0,0,1,0.126708,0.436416,0.423698
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,56,,1,0.480633,0.690188,0.258778,0.299261,0.294161,0.025685,0,0,0.000000,0,0,1,0.127898,0.439783,0.426901
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,57,,0,0.598033,0.445021,0.245779,0.348508,0.217426,0.051449,1,0,0.000000,1,1,0,0.185570,0.991775,0.678918
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,58,,1,0.730351,0.819234,0.080000,0.415453,0.416365,-0.330870,1,1,0.106202,0,0,1,0.287065,1.064438,0.751693
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,59,,1,0.530191,0.694617,0.101423,0.447184,0.274296,-0.159944,1,1,0.107715,0,0,1,0.255839,0.954531,0.641605
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,60,,1,0.595376,0.745553,0.196856,0.384939,0.339853,-0.121645,1,1,0.106829,0,0,1,0.266251,0.990277,0.677457
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,61,,1,0.403180,0.750795,0.212742,0.392329,0.390577,-0.146397,0,0,0.000000,0,0,1,0.127509,0.427158,0.414509
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,62,,1,0.797737,0.703802,0.125309,0.310612,0.320691,-0.182316,1,1,0.106584,0,0,1,0.296505,1.101546,0.788756
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,63,,1,0.518544,0.557885,0.212630,0.347961,0.278017,-0.034863,0,0,0.000000,0,0,1,0.126911,0.445738,0.432967
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,64,,0,0.679250,0.779843,0.107903,0.381691,0.307206,-0.198283,1,0,0.000000,1,0,1,0.277894,1.036332,0.723587
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,65,,0,0.487296,0.655538,0.120180,0.370984,0.264620,-0.129337,0,0,0.000000,0,0,1,0.127161,0.440832,0.427967
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,66,,0,0.658365,0.773039,0.178808,0.426566,0.380611,-0.197369,1,0,0.000000,1,0,1,0.275870,1.024742,0.712101
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,67,,1,0.723026,0.721442,0.135528,0.381441,0.308868,-0.158072,1,1,0.105275,0,0,1,0.285730,1.060297,0.747664
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,68,,1,0.684508,0.820265,0.080000,0.413979,0.427044,-0.342684,1,1,0.105990,0,0,1,0.278854,1.039198,0.726479
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,69,,1,0.635738,0.727909,0.132171,0.363973,0.238810,-0.099291,1,1,0.107176,0,0,1,0.271235,1.012517,0.699656
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,70,,0,0.560108,0.608485,0.258103,0.449283,0.359393,-0.061249,1,0,0.000000,1,1,0,0.179421,0.970883,0.658059
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,71,,1,0.524807,0.595756,0.171952,0.386532,0.344816,-0.139931,1,1,0.107990,0,1,0,0.175124,0.951603,0.638644
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,72,,1,0.571014,0.777553,0.180371,0.458860,0.339889,-0.130468,1,1,0.107787,0,0,1,0.262163,0.976992,0.664058
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,73,,0,0.500670,0.598383,0.266920,0.364709,0.310933,-0.027297,0,0,0.000000,0,0,1,0.127857,0.442835,0.430107
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,74,,1,0.721750,0.732170,0.154619,0.487513,0.314303,-0.135896,1,1,0.107229,0,0,1,0.284085,1.059830,0.746963
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,75,,1,0.568490,0.707792,0.238120,0.345930,0.363616,-0.110700,1,1,0.106493,0,0,1,0.260994,0.975449,0.662670
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,76,,1,0.539539,0.576553,0.171811,0.377937,0.129953,0.064075,1,1,0.108033,0,1,0,0.177919,0.959710,0.646747
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,77,,1,0.676321,0.734718,0.220589,0.306325,0.386881,-0.156013,1,1,0.106225,0,0,1,0.277763,1.034724,0.721977
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,78,,1,0.520502,0.610387,0.185784,0.361262,0.309002,-0.088075,1,1,0.106096,0,1,0,0.175035,0.949008,0.636276
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,79,,1,0.536489,0.713669,0.132575,0.434846,0.317283,-0.158930,1,1,0.104342,0,0,1,0.256661,0.957590,0.645069
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,80,,1,0.740989,0.665338,0.080000,0.499607,0.328347,-0.246546,1,1,0.107923,0,1,0,0.207829,1.070495,0.757544
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,81,,0,0.567975,0.593127,0.226340,0.385341,0.368008,-0.114195,1,0,0.000000,1,1,0,0.180246,0.975190,0.662386
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,82,,1,0.716244,0.788561,0.152301,0.467679,0.439299,-0.271644,1,1,0.107697,0,0,1,0.284582,1.056858,0.743934
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,83,,1,0.631619,0.664339,0.144224,0.399509,0.294326,-0.138667,1,1,0.106948,0,1,0,0.191617,1.010224,0.697390
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,84,,0,0.701798,0.661096,0.159550,0.376315,0.258116,-0.085429,1,0,0.000000,1,1,0,0.201839,1.048772,0.735989
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,85,,1,0.681374,0.706884,0.284800,0.381519,0.408863,-0.097307,1,1,0.106098,0,0,1,0.278950,1.037487,0.724756
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,86,,1,0.571050,0.481102,0.169308,0.407599,0.330722,-0.162172,1,1,0.105465,0,1,0,0.182906,0.976733,0.664077
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,87,,1,0.707129,0.806975,0.080737,0.450239,0.317119,-0.223078,1,1,0.107633,0,0,1,0.282891,1.051837,0.738921
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,88,,1,0.392581,0.435390,0.186981,0.243875,0.131337,0.062416,0,0,0.000000,0,0,0,0.046659,0.425357,0.412813
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,89,,0,0.620547,0.662257,0.199318,0.444057,0.400976,-0.191531,1,0,0.000000,1,1,0,0.188507,1.004214,0.691301
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,90,,1,0.540601,0.629728,0.202406,0.370629,0.320783,-0.116033,1,1,0.106212,0,1,0,0.175550,0.960076,0.647330
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,91,,1,0.445859,0.570951,0.209707,0.370258,0.258462,-0.034018,0,0,0.000000,0,0,1,0.126792,0.433830,0.421337
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,92,,1,0.639817,0.788833,0.111639,0.418425,0.400720,-0.287267,1,1,0.104730,0,0,1,0.272890,1.014467,0.701899
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,93,,1,0.704860,0.767300,0.111900,0.378493,0.347543,-0.226652,1,1,0.104774,0,0,1,0.282328,1.050246,0.737673
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,94,,1,0.573713,0.650125,0.113466,0.300887,0.234947,-0.107204,1,1,0.104870,0,1,0,0.181678,0.978127,0.665542
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,0,95,,0,0.737122,0.779553,0.131250,0.422053,0.407925,-0.271309,1,0,0.000000,1,0,1,0.287239,1.067987,0.755417
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,0,,0,0.699408,0.654092,0.199748,0.407701,0.306400,-0.079513,1,0,0.000000,1,1,0,0.201276,1.047410,0.734675
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,1,,1,0.575606,0.597743,0.083282,0.362079,0.254358,-0.160254,1,1,0.105566,0,1,0,0.182818,0.979251,0.666583
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,2,,1,0.685265,0.773117,0.170936,0.395989,0.410166,-0.230721,1,1,0.105090,0,0,1,0.278898,1.039506,0.726896
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,3,,1,0.578240,0.759493,0.225514,0.364565,0.307805,-0.064751,1,1,0.105027,0,0,1,0.263255,0.980635,0.668032
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,4,,1,0.751545,0.740783,0.090309,0.514734,0.279457,-0.175227,1,1,0.107050,0,0,1,0.289138,1.076196,0.763350
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,5,,1,0.669471,0.676974,0.151933,0.421807,0.266308,-0.089049,1,1,0.104143,0,0,1,0.276200,1.030706,0.718209
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,6,,1,0.502585,0.672157,0.146243,0.399863,0.255651,-0.108682,0,0,0.000000,0,0,1,0.127248,0.442988,0.430414
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,7,,0,0.685699,0.693726,0.128674,0.393627,0.333479,-0.193108,1,0,0.000000,1,0,1,0.279175,1.039936,0.727135
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,8,,1,0.761408,0.785435,0.169570,0.474680,0.367608,-0.177578,1,1,0.107497,0,0,1,0.291804,1.081674,0.768774
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,9,,1,0.397632,0.719485,0.149633,0.383198,0.287206,-0.122823,0,0,0.000000,0,0,1,0.126488,0.426407,0.413621
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,10,,1,0.491317,0.582118,0.281107,0.396966,0.195213,0.104367,0,0,0.000000,0,0,1,0.126820,0.441548,0.428611
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,11,,1,0.554437,0.470507,0.171496,0.414461,0.123267,0.079367,1,1,0.105566,0,1,0,0.179584,0.967608,0.654941
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,12,,1,0.648750,0.742420,0.124463,0.417391,0.278084,-0.138048,1,1,0.106230,0,0,1,0.272890,1.019560,0.706813
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,13,,0,0.463873,0.730207,0.263630,0.456076,0.279882,0.046657,0,0,0.000000,0,0,1,0.128121,0.436896,0.424220
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,14,,1,0.567101,0.563188,0.198226,0.352278,0.145066,0.072992,1,1,0.106156,0,1,0,0.180150,0.974644,0.661905
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,15,,1,0.564473,0.766535,0.206750,0.418674,0.255020,-0.023273,1,1,0.105323,0,0,1,0.260970,0.973099,0.660460
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,16,,0,0.561362,0.691664,0.200844,0.429696,0.309069,-0.089440,1,0,0.000000,1,0,1,0.260157,0.971509,0.658749
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,17,,1,0.582248,0.723497,0.219646,0.328115,0.219502,0.039897,1,1,0.107845,0,0,1,0.263987,0.983178,0.670237
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,18,,1,0.629302,0.727159,0.154205,0.299052,0.332946,-0.149840,1,1,0.103851,0,0,1,0.271062,1.008578,0.696116
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,19,,1,0.544483,0.670720,0.252427,0.387137,0.366643,-0.057134,1,1,0.104372,0,1,0,0.177950,0.961990,0.649466
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,20,,0,0.470844,0.730773,0.267435,0.325719,0.368452,-0.058394,0,0,0.000000,0,0,1,0.127269,0.438124,0.425335
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,21,,1,0.784692,0.652459,0.181821,0.408090,0.392920,-0.192143,1,1,0.106348,0,1,0,0.214872,1.094342,0.781581
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,22,,1,0.662972,0.646247,0.191674,0.351055,0.260897,-0.070197,1,1,0.104101,0,1,0,0.195939,1.027127,0.714635
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,23,,0,0.685169,0.822000,0.229221,0.502507,0.366806,-0.117302,1,0,0.000000,1,0,1,0.279787,1.039421,0.726843
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,24,,1,0.653118,0.627603,0.138518,0.366567,0.288411,-0.134097,1,1,0.105229,0,1,0,0.194796,1.021843,0.709215
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,25,,1,0.658525,0.836461,0.139683,0.449016,0.313310,-0.147499,1,1,0.105234,0,0,1,0.275174,1.024817,0.712189
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,26,,1,0.660476,0.597322,0.221141,0.418035,0.267725,-0.024104,1,1,0.106308,0,1,0,0.195218,1.026018,0.713262
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,27,,1,0.693988,0.817914,0.232104,0.361620,0.417726,-0.135592,1,1,0.104939,0,0,1,0.280458,1.044286,0.731693
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,28,,0,0.582813,0.582088,0.203935,0.265153,0.154501,0.092725,1,0,0.000000,1,1,0,0.184206,0.983092,0.670547
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,29,,1,0.506704,0.651124,0.269107,0.464867,0.247520,0.025895,0,0,0.000000,0,0,1,0.127322,0.443859,0.431073
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,30,,1,0.655913,0.755609,0.101102,0.414145,0.256718,-0.136885,1,1,0.108152,0,0,1,0.275669,1.023730,0.710752
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,31,,1,0.635337,0.686727,0.211103,0.433651,0.354588,-0.124107,1,1,0.105605,0,0,1,0.271585,1.012108,0.699435
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,32,,1,0.530277,0.656999,0.204933,0.393012,0.238773,0.003179,1,1,0.106077,0,1,0,0.175538,0.954382,0.641652
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,33,,1,0.635700,0.555878,0.205909,0.335159,0.251233,-0.031743,1,1,0.108422,0,1,0,0.191554,1.012646,0.699635
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,34,,1,0.537184,0.791549,0.080000,0.371962,0.269354,-0.188812,1,1,0.106632,0,0,1,0.256458,0.958247,0.645451
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,35,,1,0.510475,0.520084,0.238601,0.285230,0.271945,0.000386,0,0,0.000000,0,0,1,0.127075,0.444542,0.431676
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,36,,1,0.563469,0.681548,0.127118,0.486643,0.228069,-0.080702,1,1,0.103938,0,0,1,0.259821,0.972380,0.659908
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,37,,1,0.612528,0.762602,0.138218,0.472295,0.311781,-0.176365,1,1,0.105616,0,0,1,0.268261,0.999564,0.686890
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,38,,1,0.519365,0.736996,0.135841,0.336146,0.273283,-0.124229,0,0,0.000000,0,0,1,0.126779,0.445839,0.433098
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,39,,1,0.507633,0.748950,0.163995,0.450790,0.305277,-0.138504,0,0,0.000000,0,0,1,0.127429,0.443898,0.431221
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,40,,1,0.609094,0.728076,0.270910,0.443164,0.340212,-0.072824,1,1,0.107738,0,0,1,0.268283,0.997930,0.685002
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,41,,1,0.620291,0.831382,0.190247,0.271270,0.387601,-0.175623,1,1,0.104359,0,0,1,0.269176,1.003683,0.691160
full_precontact_microslip,combined_hard_shift,smooth_low_friction_pick,1,42,,1,0.399136,0.677074,0.167436,0.333783,0.248616,-0.059863,0,0,0.000000,0,0,1,0.126866,0.426711,0.413862
