method,split,task,seed,episode,stress_level,label,risk,true_risk,mu,compliance,pre_shear,friction_margin,alarm,early_warning,lead_time,false_alarm,grasp_success,gross_slip,damage,control_cost,tightness
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,37,,1,0.738027,0.775779,0.245413,0.563145,0.482640,-0.233488,1,1,0.110821,0,0,1,0.378546,1.069213,0.755915
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,38,,0,0.769110,0.770329,0.321498,0.451501,0.499737,-0.125296,1,0,0.000000,1,0,1,0.390805,1.086178,0.773011
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,39,,0,0.415863,0.615018,0.381817,0.393759,0.349690,0.093820,0,0,0.000000,0,0,1,0.125834,0.429567,0.416538
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,40,,1,0.423698,0.638279,0.284245,0.461083,0.437078,-0.150873,0,0,0.000000,0,0,1,0.127534,0.431140,0.417792
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,41,,1,0.568854,0.713487,0.350101,0.480718,0.361072,0.010807,1,1,0.109579,0,0,1,0.312500,0.976019,0.662870
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,42,,1,0.764914,0.572072,0.382224,0.507387,0.367604,0.049576,1,1,0.109374,0,1,0,0.308600,1.083827,0.770702
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,43,,1,0.685655,0.615367,0.335117,0.498204,0.472338,-0.073571,1,1,0.110786,0,1,0,0.278417,1.040405,0.727110
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,44,,1,0.714518,0.788961,0.223261,0.588384,0.464450,-0.238489,1,1,0.111778,0,0,1,0.369879,1.056398,0.742985
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,45,,0,0.458291,0.591456,0.454727,0.422153,0.393767,0.177342,0,0,0.000000,0,0,1,0.127682,0.436327,0.423326
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,46,,1,0.549872,0.716906,0.287177,0.501811,0.428808,-0.132678,1,1,0.110836,0,0,1,0.304944,0.965730,0.652430
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,47,,1,0.660174,0.548984,0.409824,0.428563,0.375903,0.028486,1,1,0.108514,0,1,0,0.268768,1.026117,0.713096
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,48,,1,0.505754,0.691368,0.372621,0.524911,0.364942,0.053763,0,0,0.000000,0,0,1,0.126712,0.444189,0.430921
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,49,,1,0.507311,0.641157,0.257478,0.489548,0.454978,-0.181999,0,0,0.000000,0,0,1,0.127164,0.444483,0.431170
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,50,,0,0.618370,0.609471,0.339611,0.497145,0.411135,-0.028795,1,0,0.000000,1,1,0,0.252180,1.003405,0.690104
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,51,,1,0.518436,0.747686,0.259391,0.468719,0.373676,-0.079833,0,0,0.000000,0,0,1,0.127052,0.446247,0.432950
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,52,,1,0.676681,0.739900,0.363254,0.471876,0.453858,-0.068887,1,1,0.110844,0,0,1,0.354517,1.035476,0.722175
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,53,,0,0.669666,0.592336,0.407155,0.403570,0.473645,0.007699,1,0,0.000000,1,1,0,0.271338,1.031561,0.718316
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,54,,1,0.573871,0.663223,0.332025,0.545819,0.344314,0.031124,1,1,0.111194,0,1,0,0.234834,0.978973,0.665629
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,55,,1,0.562396,0.614989,0.397620,0.592545,0.361185,0.064037,1,1,0.108584,0,1,0,0.230689,0.972348,0.659318
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,56,,1,0.676599,0.756758,0.336137,0.562399,0.462404,-0.077430,1,1,0.108687,0,0,1,0.355078,1.035172,0.722130
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,57,,1,0.685125,0.672874,0.321725,0.548478,0.479651,-0.106046,1,1,0.109463,0,1,0,0.277134,1.039954,0.726819
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,58,,1,0.677865,0.790488,0.343097,0.589990,0.539500,-0.169243,1,1,0.110436,0,0,1,0.355411,1.036078,0.722826
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,59,,1,0.633394,0.590241,0.407490,0.471717,0.414364,0.044233,1,1,0.107571,0,1,0,0.257471,1.011275,0.698367
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,60,,1,0.635521,0.761085,0.275364,0.474920,0.421918,-0.119574,1,1,0.110041,0,0,1,0.337502,1.012742,0.699537
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,61,,1,0.445444,0.637202,0.243014,0.384393,0.346019,-0.083493,0,0,0.000000,0,0,1,0.128201,0.434816,0.421271
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,62,,1,0.519778,0.561159,0.401599,0.487812,0.390836,0.042880,0,0,0.000000,0,0,1,0.127079,0.446487,0.433164
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,63,,0,0.549502,0.688811,0.380859,0.495075,0.481501,-0.021630,1,0,0.000000,1,0,1,0.306138,0.965544,0.652226
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,64,,0,0.557939,0.560268,0.366309,0.478754,0.333975,0.086625,1,0,0.000000,1,1,0,0.228944,0.970114,0.656867
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,65,,1,0.532251,0.774801,0.383128,0.521928,0.345765,0.053927,1,1,0.110574,0,0,1,0.299263,0.956007,0.642738
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,66,,1,0.712334,0.767658,0.313103,0.455883,0.469000,-0.125175,1,1,0.110504,0,0,1,0.368151,1.055044,0.741784
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,67,,0,0.665993,0.744461,0.293118,0.416897,0.500134,-0.189121,1,0,0.000000,1,0,1,0.349405,1.029359,0.716296
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,68,,1,0.482373,0.689144,0.331022,0.364364,0.235126,0.126546,0,0,0.000000,0,0,1,0.127666,0.440566,0.427180
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,69,,1,0.655016,0.775566,0.356938,0.644202,0.447733,-0.040202,1,1,0.108954,0,0,1,0.345811,1.023333,0.710259
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,70,,0,0.585247,0.587237,0.338452,0.448794,0.308530,0.094738,1,0,0.000000,1,1,0,0.238834,0.985245,0.671886
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,71,,1,0.654526,0.672789,0.306117,0.464796,0.436173,-0.106659,1,1,0.110215,0,1,0,0.266465,1.023215,0.709989
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,72,,1,0.518640,0.534414,0.392056,0.511035,0.343577,0.101372,0,0,0.000000,0,0,1,0.127489,0.446159,0.432982
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,73,,0,0.649072,0.639102,0.335435,0.511257,0.520276,-0.147700,1,0,0.000000,1,1,0,0.264427,1.020353,0.706990
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,74,,1,0.543999,0.725431,0.225230,0.424721,0.421229,-0.161984,1,1,0.106786,0,0,1,0.303872,0.962014,0.649200
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,75,,1,0.656783,0.705149,0.325969,0.448510,0.436473,-0.090518,1,1,0.108603,0,0,1,0.347179,1.024263,0.711231
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,76,,1,0.634411,0.730167,0.344476,0.416694,0.525340,-0.153956,1,1,0.107602,0,0,1,0.338518,1.011838,0.698926
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,77,,1,0.709668,0.665146,0.431993,0.517709,0.545521,-0.089113,1,1,0.110357,0,1,0,0.287342,1.053560,0.740317
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,78,,1,0.574487,0.742149,0.244548,0.457683,0.395170,-0.129333,1,1,0.112024,0,0,1,0.315023,0.979411,0.665968
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,79,,1,0.559165,0.671448,0.307703,0.442249,0.339956,-0.007038,1,1,0.109345,0,1,0,0.229177,0.970662,0.657541
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,80,,1,0.686970,0.750983,0.335358,0.465267,0.414380,-0.052767,1,1,0.109607,0,0,1,0.358537,1.040986,0.727834
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,81,,1,0.758676,0.683471,0.314432,0.522243,0.453063,-0.096737,1,1,0.109350,0,0,1,0.386743,1.080394,0.767272
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,82,,1,0.632734,0.660222,0.315833,0.557025,0.451909,-0.080610,1,1,0.108893,0,1,0,0.258428,1.011071,0.698004
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,83,,1,0.546337,0.611895,0.305596,0.548657,0.395659,-0.012001,1,1,0.111455,0,1,0,0.225098,0.963860,0.650485
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,84,,1,0.707971,0.804858,0.249718,0.485386,0.440107,-0.146225,1,1,0.109035,0,0,1,0.365721,1.052468,0.739384
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,85,,1,0.562812,0.594399,0.297477,0.444624,0.332519,0.000722,1,1,0.109196,0,1,0,0.230308,0.972650,0.659547
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,86,,1,0.586386,0.661932,0.381173,0.537989,0.365506,0.046407,1,1,0.110780,0,1,0,0.239815,0.985806,0.672512
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,87,,0,0.480447,0.496587,0.440286,0.436192,0.356911,0.096080,0,0,0.000000,0,0,1,0.127797,0.440249,0.426872
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,88,,1,0.718976,0.772708,0.196334,0.472802,0.450669,-0.234515,1,1,0.109329,0,0,1,0.369964,1.058556,0.745437
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,89,,1,0.556010,0.671246,0.265976,0.491629,0.352707,-0.045428,1,1,0.109983,0,1,0,0.228737,0.969003,0.655805
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,90,,1,0.614108,0.671878,0.249750,0.545304,0.409692,-0.144128,1,1,0.109205,0,1,0,0.250026,1.000864,0.687759
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,91,,1,0.611529,0.661899,0.344447,0.572855,0.411405,-0.060293,1,1,0.109346,0,1,0,0.249282,0.999463,0.686341
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,92,,1,0.627252,0.535639,0.378619,0.539270,0.433850,-0.000555,1,1,0.110602,0,1,0,0.256435,1.008261,0.694989
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,93,,0,0.558676,0.674798,0.320950,0.517648,0.362218,-0.013873,1,0,0.000000,1,1,0,0.229478,0.970494,0.657272
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,94,,1,0.641621,0.703678,0.378598,0.506375,0.429920,-0.028417,1,1,0.108740,0,0,1,0.341528,1.015941,0.702892
minus_friction_prior,combined_hard_shift,textured_fragile_pick,4,95,,1,0.495027,0.720800,0.305460,0.476614,0.491366,-0.131174,0,0,0.000000,0,0,1,0.127021,0.442301,0.429204
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,0,,1,0.643398,0.796325,0.389781,0.555450,0.421263,-0.027309,1,1,0.112132,0,0,1,0.341262,1.017325,0.703869
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,1,,1,0.630280,0.804420,0.304355,0.445256,0.554588,-0.222312,1,1,0.109512,0,0,1,0.337585,1.009795,0.696654
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,2,,1,0.427730,0.644442,0.324084,0.533699,0.287800,0.102824,0,0,0.000000,0,0,1,0.128190,0.431592,0.418437
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,3,,0,0.668666,0.765688,0.247965,0.565318,0.513825,-0.241586,1,0,0.000000,1,0,1,0.352226,1.030948,0.717766
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,4,,0,0.503000,0.717780,0.377214,0.348762,0.320207,0.121791,0,0,0.000000,0,0,1,0.127571,0.443619,0.430480
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,5,,1,0.602072,0.729582,0.299832,0.565984,0.446046,-0.136795,1,1,0.110537,0,0,1,0.327246,0.994404,0.681140
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,6,,1,0.600958,0.697368,0.371569,0.591544,0.424433,-0.013450,1,1,0.109231,0,0,1,0.325204,0.993635,0.680527
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,7,,1,0.653187,0.791959,0.338523,0.554711,0.482782,-0.053225,1,1,0.109494,0,0,1,0.345639,1.022392,0.709253
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,8,,1,0.584684,0.629897,0.327219,0.608939,0.389219,-0.059980,1,1,0.109458,0,1,0,0.239404,0.984711,0.671576
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,9,,1,0.572775,0.500549,0.389397,0.407110,0.285917,0.143652,1,1,0.109373,0,1,0,0.234753,0.978151,0.665026
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,10,,1,0.577455,0.580555,0.362717,0.405875,0.285369,0.147258,1,1,0.110485,0,1,0,0.236799,0.980858,0.667600
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,11,,0,0.536277,0.604134,0.388005,0.551979,0.386118,0.045023,1,0,0.000000,1,1,0,0.221007,0.958128,0.644952
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,12,,1,0.510444,0.605186,0.407213,0.586374,0.329974,0.095531,0,0,0.000000,0,0,1,0.126268,0.444846,0.431671
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,13,,0,0.622409,0.639314,0.398075,0.451831,0.439100,-0.013986,1,0,0.000000,1,1,0,0.254591,1.005536,0.692325
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,14,,0,0.611776,0.658282,0.383662,0.509726,0.432991,0.004212,1,0,0.000000,1,1,0,0.249805,0.999609,0.686477
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,15,,1,0.425289,0.718808,0.263729,0.535957,0.410978,-0.144404,0,0,0.000000,0,0,1,0.127772,0.431363,0.418046
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,16,,0,0.804974,0.668480,0.405191,0.554462,0.398019,0.051080,1,0,0.000000,1,1,0,0.324013,1.105822,0.792736
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,17,,0,0.543968,0.625014,0.480675,0.528342,0.355996,0.125210,1,0,0.000000,1,1,0,0.224060,0.962466,0.649183
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,18,,1,0.565223,0.777781,0.389629,0.537083,0.533144,-0.084053,1,1,0.109555,0,0,1,0.312210,0.974019,0.660872
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,19,,1,0.625454,0.779828,0.290530,0.490124,0.462224,-0.146907,1,1,0.109576,0,0,1,0.335022,1.007149,0.694000
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,20,,1,0.673361,0.720162,0.381346,0.458268,0.456614,-0.038104,1,1,0.109985,0,0,1,0.353514,1.033547,0.720349
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,21,,0,0.484298,0.648762,0.333083,0.481006,0.308420,0.049782,0,0,0.000000,0,0,1,0.127351,0.440804,0.427488
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,22,,1,0.709423,0.602339,0.402211,0.481501,0.462069,-0.035261,1,1,0.109539,0,1,0,0.287169,1.053327,0.740183
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,23,,1,0.646941,0.583538,0.444399,0.468468,0.391992,0.105969,1,1,0.108628,0,1,0,0.263805,1.018853,0.705817
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,24,,1,0.598280,0.741611,0.343564,0.607294,0.412887,-0.051335,1,1,0.110020,0,0,1,0.325047,0.992257,0.679054
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,25,,1,0.471185,0.657808,0.328737,0.415938,0.285811,0.056801,0,0,0.000000,0,0,1,0.126353,0.438518,0.425390
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,26,,0,0.541481,0.580603,0.292156,0.500472,0.380079,-0.063743,1,0,0.000000,1,1,0,0.222111,0.961172,0.647815
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,27,,0,0.700719,0.666228,0.295129,0.480613,0.425343,-0.091371,1,0,0.000000,1,1,0,0.284490,1.048671,0.735395
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,28,,0,0.645411,0.654564,0.352235,0.538010,0.436599,-0.065754,1,0,0.000000,1,1,0,0.263182,1.018006,0.704976
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,29,,1,0.544916,0.835449,0.267095,0.575197,0.455175,-0.152491,1,1,0.109685,0,0,1,0.303846,0.962866,0.649704
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,30,,1,0.600440,0.670428,0.424038,0.598266,0.451261,-0.003761,1,1,0.111920,0,1,0,0.245153,0.993673,0.680242
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,31,,1,0.658345,0.809280,0.322392,0.545285,0.492411,-0.163790,1,1,0.111020,0,0,1,0.347499,1.025412,0.712090
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,32,,1,0.516666,0.664490,0.339268,0.536933,0.421768,-0.056947,0,0,0.000000,0,0,1,0.127848,0.446035,0.432667
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,33,,0,0.730279,0.853888,0.304551,0.562377,0.658727,-0.333926,1,0,0.000000,1,0,1,0.376494,1.064900,0.751653
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,34,,1,0.647935,0.770547,0.297796,0.539512,0.420064,-0.070851,1,1,0.109827,0,0,1,0.343419,1.019544,0.706364
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,35,,1,0.529778,0.633618,0.342690,0.469211,0.383271,0.001081,1,1,0.109163,0,1,0,0.218080,0.954478,0.641378
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,36,,0,0.600040,0.707318,0.279551,0.432755,0.438471,-0.112078,1,0,0.000000,1,0,1,0.325280,0.993239,0.680022
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,37,,0,0.561175,0.690115,0.342877,0.587995,0.301704,0.063094,1,0,0.000000,1,0,1,0.310535,0.971847,0.658646
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,38,,1,0.610741,0.764811,0.406092,0.432358,0.418432,0.000164,1,1,0.108818,0,0,1,0.329312,0.998966,0.685907
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,39,,1,0.848517,0.721012,0.357248,0.457615,0.590486,-0.189778,1,1,0.109621,0,0,1,0.420872,1.129839,0.816684
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,40,,1,0.639875,0.792993,0.333169,0.468991,0.493801,-0.110425,1,1,0.111582,0,0,1,0.340357,1.015321,0.701931
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,41,,1,0.634338,0.700834,0.352036,0.410905,0.430888,0.019132,1,1,0.109611,0,0,1,0.338273,1.012039,0.698886
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,42,,1,0.639260,0.768441,0.303175,0.547108,0.427146,-0.071449,1,1,0.109230,0,0,1,0.339179,1.014700,0.701593
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,43,,1,0.557526,0.702453,0.324539,0.566608,0.483828,-0.082425,1,1,0.111849,0,0,1,0.309102,0.970061,0.656640
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,44,,1,0.797885,0.837051,0.322641,0.669154,0.501042,-0.170351,1,1,0.106871,0,0,1,0.402299,1.101661,0.788837
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,45,,1,0.535000,0.766648,0.327159,0.590341,0.345472,-0.007649,1,1,0.109643,0,0,1,0.300802,0.957407,0.644250
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,46,,0,0.550201,0.607170,0.465505,0.509897,0.410696,0.067797,1,0,0.000000,1,1,0,0.225374,0.965716,0.652611
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,47,,0,0.618910,0.721144,0.334176,0.540795,0.494370,-0.162672,1,0,0.000000,1,0,1,0.332864,1.003675,0.690401
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,48,,1,0.728119,0.739821,0.317360,0.593849,0.435846,-0.080626,1,1,0.109793,0,0,1,0.374831,1.063640,0.750465
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,49,,1,0.584774,0.755958,0.359317,0.417695,0.465208,-0.069414,1,1,0.109585,0,0,1,0.318527,0.984776,0.671626
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,50,,1,0.638523,0.730419,0.288291,0.553550,0.408073,-0.116138,1,1,0.111021,0,0,1,0.340041,1.014510,0.701188
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,51,,0,0.692755,0.639723,0.333670,0.535249,0.427862,-0.053106,1,0,0.000000,1,1,0,0.280943,1.044217,0.731015
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,52,,1,0.620072,0.619261,0.342185,0.482189,0.407022,-0.021024,1,1,0.112815,0,1,0,0.252699,1.004577,0.691040
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,53,,1,0.631392,0.704414,0.328115,0.473060,0.407146,-0.052254,1,1,0.109004,0,0,1,0.338253,1.010346,0.697265
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,54,,1,0.696562,0.864830,0.338085,0.556484,0.504522,-0.123312,1,1,0.109288,0,0,1,0.362803,1.046224,0.733109
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,55,,1,0.650318,0.686475,0.338997,0.540999,0.361863,0.003614,1,1,0.111067,0,0,1,0.345019,1.021003,0.707675
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,56,,1,0.423335,0.546174,0.329967,0.578617,0.334571,0.030578,0,0,0.000000,0,0,1,0.126517,0.431077,0.417734
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,57,,1,0.619707,0.612902,0.278598,0.576519,0.315188,-0.008776,1,1,0.110600,0,1,0,0.253061,1.004111,0.690839
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,58,,1,0.680764,0.730479,0.297038,0.439497,0.382977,-0.068657,1,1,0.109820,0,0,1,0.356368,1.037598,0.724420
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,59,,1,0.548191,0.732329,0.409634,0.422560,0.415677,0.047447,1,1,0.109041,0,0,1,0.305768,0.964590,0.651505
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,60,,1,0.593925,0.704000,0.312686,0.555373,0.417009,-0.094971,1,1,0.109200,0,0,1,0.323366,0.989763,0.676659
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,61,,1,0.706409,0.686833,0.331717,0.643677,0.370243,-0.007927,1,1,0.111949,0,1,0,0.286373,1.051959,0.738525
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,62,,1,0.581284,0.712567,0.422303,0.600494,0.434982,0.084223,1,1,0.109920,0,0,1,0.317292,0.982897,0.669706
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,63,,0,0.776482,0.753179,0.347995,0.512960,0.426638,-0.017988,1,0,0.000000,1,0,1,0.392483,1.090395,0.777065
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,64,,1,0.535294,0.698157,0.350897,0.521866,0.422025,-0.002748,1,1,0.109329,0,0,1,0.299735,0.957531,0.644412
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,65,,1,0.733219,0.759908,0.399646,0.554470,0.499914,-0.056453,1,1,0.111409,0,0,1,0.376258,1.066639,0.753270
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,66,,0,0.574793,0.566152,0.295093,0.400648,0.291159,0.028479,1,0,0.000000,1,1,0,0.234373,0.979421,0.666136
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,67,,0,0.668027,0.741590,0.240985,0.484016,0.452537,-0.152970,1,0,0.000000,1,0,1,0.351732,1.030518,0.717415
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,68,,1,0.627397,0.754717,0.253759,0.551633,0.381998,-0.105142,1,1,0.110742,0,0,1,0.336667,1.008358,0.695069
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,69,,1,0.565737,0.650538,0.368163,0.382413,0.438540,-0.048549,1,1,0.109269,0,1,0,0.232589,0.974268,0.661155
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,70,,0,0.649901,0.653458,0.366213,0.593186,0.431871,-0.016716,1,0,0.000000,1,1,0,0.263356,1.020488,0.707446
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,71,,1,0.630186,0.780724,0.302067,0.475976,0.487950,-0.154931,1,1,0.111146,0,0,1,0.336030,1.009940,0.696602
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,72,,1,0.593937,0.748021,0.328313,0.524948,0.377402,0.010147,1,1,0.110849,0,0,1,0.322772,0.989967,0.676666
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,73,,1,0.608098,0.724883,0.287105,0.512304,0.390220,-0.096020,1,1,0.110722,0,0,1,0.328090,0.997741,0.684454
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,74,,1,0.455345,0.778290,0.335184,0.495317,0.341586,0.028805,0,0,0.000000,0,0,1,0.127227,0.435960,0.422855
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,75,,1,0.621281,0.677660,0.334897,0.484992,0.344883,-0.020653,1,1,0.110343,0,1,0,0.253597,1.004946,0.691704
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,76,,1,0.590807,0.558034,0.368885,0.447283,0.353267,0.013616,1,1,0.109016,0,1,0,0.242386,0.988026,0.674944
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,77,,1,0.683755,0.800267,0.420789,0.626488,0.451594,-0.008110,1,1,0.110355,0,0,1,0.357918,1.039308,0.726065
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,78,,1,0.506973,0.722834,0.345571,0.401744,0.398945,-0.018870,0,0,0.000000,0,0,1,0.127149,0.444310,0.431116
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,79,,1,0.522728,0.754952,0.343206,0.544960,0.436851,-0.088083,1,1,0.110907,0,0,1,0.295011,0.950809,0.637500
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,80,,0,0.478500,0.533524,0.380783,0.622895,0.335501,0.058947,0,0,0.000000,0,0,1,0.127019,0.439668,0.426560
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,81,,1,0.725752,0.645722,0.269651,0.397072,0.499514,-0.205040,1,1,0.109962,0,1,0,0.293597,1.062359,0.749164
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,82,,1,0.485868,0.751891,0.332764,0.442713,0.358142,0.027618,0,0,0.000000,0,0,1,0.126545,0.440974,0.427739
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,83,,1,0.576686,0.688674,0.278919,0.519137,0.405697,-0.081468,1,1,0.109663,0,0,1,0.315252,0.980337,0.667178
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,84,,0,0.714662,0.863279,0.221722,0.468686,0.546644,-0.286387,1,0,0.000000,1,0,1,0.369684,1.056389,0.743064
minus_friction_prior,combined_hard_shift,textured_fragile_pick,5,85,,1,0.469163,0.755041,0.351109,0.456089,0.440995,-0.065054,0,0,0.000000,0,0,1,0.128085,0.438359,0.425066
