comparison,metric,mean,ci95,lower95,upper95,better_seeds,n
calibrated_precontact_microslip_v5_minus_force_derivative_detector,task_success,0.205599,0.014937,0.190663,0.220536,10,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,gross_slip,-0.185156,0.019116,-0.204273,-0.166040,0,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,damage_rate,-0.040234,0.010669,-0.050903,-0.029565,0,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,intervention_cost,0.217848,0.001965,0.215883,0.219813,10,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,control_chatter,0.098076,0.001127,0.096949,0.099203,10,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,recovery_success,0.206901,0.006561,0.200340,0.213463,10,10
calibrated_precontact_microslip_v5_minus_force_derivative_detector,robust_utility,0.244207,0.020829,0.223378,0.265035,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,average_precision,0.004063,0.014609,-0.010546,0.018673,6,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,auroc,0.003809,0.023583,-0.019774,0.027392,5,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,ece,-0.022340,0.010791,-0.033132,-0.011549,1,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,early_recall,0.036292,0.003919,0.032373,0.040211,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,false_alarm_rate,0.041510,0.024738,0.016772,0.066248,7,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,lead_time_margin,0.060770,0.001099,0.059671,0.061870,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,task_success,0.072005,0.011837,0.060169,0.083842,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,gross_slip,-0.039844,0.019626,-0.059470,-0.020218,1,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,damage_rate,-0.007422,0.008550,-0.015971,0.001128,3,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,intervention_cost,0.057620,0.002365,0.055254,0.059985,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,control_chatter,0.030937,0.001240,0.029697,0.032176,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,recovery_success,0.071484,0.006461,0.065023,0.077946,10,10
calibrated_precontact_microslip_v5_minus_friction_cone_margin,robust_utility,0.079241,0.016394,0.062847,0.095635,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,average_precision,0.007920,0.020197,-0.012277,0.028117,7,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,auroc,0.016716,0.030952,-0.014236,0.047668,8,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,ece,-0.101103,0.018410,-0.119513,-0.082693,0,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,early_recall,0.277414,0.009722,0.267691,0.287136,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,false_alarm_rate,0.303689,0.021124,0.282565,0.324813,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,lead_time_margin,0.120835,0.002047,0.118788,0.122883,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,task_success,0.176433,0.010448,0.165984,0.186881,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,gross_slip,-0.143229,0.011892,-0.155121,-0.131338,0,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,damage_rate,-0.032031,0.009320,-0.041351,-0.022711,1,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,intervention_cost,0.167793,0.001576,0.166217,0.169369,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,control_chatter,0.081391,0.000881,0.080510,0.082271,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,recovery_success,0.180729,0.004957,0.175772,0.185686,10,10
calibrated_precontact_microslip_v5_minus_tactile_temporal_filter,robust_utility,0.209189,0.017875,0.191315,0.227064,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,average_precision,0.003839,0.015446,-0.011607,0.019285,5,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,auroc,0.003993,0.024708,-0.020715,0.028700,4,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,ece,-0.012781,0.010378,-0.023158,-0.002403,2,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,early_recall,-0.007629,0.006370,-0.013999,-0.001259,3,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,false_alarm_rate,-0.005655,0.017916,-0.023571,0.012261,3,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,lead_time_margin,0.059727,0.000767,0.058960,0.060494,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,task_success,0.119271,0.015342,0.103929,0.134613,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,gross_slip,-0.083984,0.019678,-0.103662,-0.064307,0,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,damage_rate,-0.016797,0.006175,-0.022972,-0.010622,0,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,intervention_cost,0.065340,0.001958,0.063382,0.067298,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,control_chatter,0.032996,0.000987,0.032009,0.033984,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,recovery_success,0.114323,0.011638,0.102685,0.125961,10,10
calibrated_precontact_microslip_v5_minus_optical_tactile_classifier,robust_utility,0.151765,0.022201,0.129563,0.173966,10,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,average_precision,0.002433,0.016779,-0.014346,0.019213,4,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,auroc,0.000265,0.026663,-0.026398,0.026927,4,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,ece,-0.013837,0.009572,-0.023409,-0.004266,2,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,early_recall,-0.045077,0.004885,-0.049961,-0.040192,0,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,false_alarm_rate,-0.070696,0.016691,-0.087388,-0.054005,0,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,lead_time_margin,-0.001501,0.000544,-0.002046,-0.000957,1,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,task_success,0.009896,0.014799,-0.004903,0.024695,7,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,gross_slip,0.008203,0.024104,-0.015900,0.032307,6,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,damage_rate,0.005208,0.006816,-0.001608,0.012025,7,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,intervention_cost,-0.117033,0.002148,-0.119180,-0.114885,0,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,control_chatter,-0.056257,0.000938,-0.057195,-0.055319,0,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,recovery_success,0.002344,0.012513,-0.010169,0.014857,4,10
calibrated_precontact_microslip_v5_minus_ensemble_uncertainty_guard,robust_utility,0.033025,0.017298,0.015727,0.050323,8,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,average_precision,-0.001695,0.014817,-0.016512,0.013121,3,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,auroc,-0.005954,0.032011,-0.037966,0.026057,3,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,ece,0.005081,0.014613,-0.009532,0.019694,7,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,early_recall,0.127134,0.008348,0.118786,0.135482,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,false_alarm_rate,0.159119,0.040740,0.118379,0.199859,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,lead_time_margin,0.053873,0.001130,0.052743,0.055002,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,task_success,0.095573,0.013729,0.081844,0.109302,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,gross_slip,-0.059766,0.015917,-0.075683,-0.043849,0,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,damage_rate,-0.011979,0.009978,-0.021957,-0.002001,2,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,intervention_cost,0.107730,0.003788,0.103943,0.111518,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,control_chatter,0.070873,0.001841,0.069033,0.072714,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,recovery_success,0.100000,0.009121,0.090879,0.109121,10,10
calibrated_precontact_microslip_v5_minus_conformal_precontact_risk,robust_utility,0.096938,0.018201,0.078736,0.115139,10,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,average_precision,-0.005094,0.012962,-0.018056,0.007868,4,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,auroc,-0.005884,0.023851,-0.029735,0.017967,4,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,ece,0.008373,0.013343,-0.004969,0.021716,6,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,early_recall,-0.017877,0.005876,-0.023753,-0.012002,0,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,false_alarm_rate,-0.023522,0.011604,-0.035126,-0.011919,1,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,lead_time_margin,0.029876,0.000564,0.029312,0.030440,10,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,task_success,0.045052,0.012903,0.032150,0.057955,9,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,gross_slip,-0.032162,0.018273,-0.050435,-0.013888,2,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,damage_rate,0.000391,0.005820,-0.005429,0.006211,5,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,intervention_cost,0.052550,0.001348,0.051201,0.053898,10,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,control_chatter,0.031356,0.000705,0.030651,0.032062,10,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,recovery_success,0.043490,0.009227,0.034263,0.052716,10,10
calibrated_precontact_microslip_v5_minus_particle_friction_belief,robust_utility,0.048585,0.015098,0.033487,0.063683,9,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,average_precision,0.004083,0.013729,-0.009645,0.017812,6,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,auroc,0.010965,0.024257,-0.013292,0.035222,5,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,ece,-0.019946,0.013634,-0.033580,-0.006311,2,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,early_recall,0.038515,0.011013,0.027501,0.049528,10,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,false_alarm_rate,0.042301,0.020747,0.021554,0.063049,9,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,lead_time_margin,0.020502,0.000896,0.019606,0.021399,10,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,task_success,-0.034505,0.014955,-0.049460,-0.019550,1,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,gross_slip,0.008594,0.014931,-0.006337,0.023524,6,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,damage_rate,0.001693,0.007387,-0.005695,0.009080,7,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,intervention_cost,0.012242,0.002456,0.009787,0.014698,10,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,control_chatter,0.043681,0.001006,0.042675,0.044686,10,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,recovery_success,-0.026953,0.009265,-0.036218,-0.017689,0,10
calibrated_precontact_microslip_v5_minus_mpc_grip_stabilizer,robust_utility,-0.047475,0.019248,-0.066723,-0.028227,1,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,average_precision,0.000849,0.013864,-0.013015,0.014713,4,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,auroc,0.006306,0.022926,-0.016619,0.029232,5,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,ece,-0.020881,0.014478,-0.035359,-0.006403,3,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,early_recall,0.009749,0.004732,0.005017,0.014481,8,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,false_alarm_rate,-0.008364,0.012499,-0.020863,0.004135,3,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,lead_time_margin,0.009557,0.000719,0.008838,0.010276,10,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,task_success,-0.075260,0.008674,-0.083934,-0.066587,0,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,gross_slip,0.025390,0.016823,0.008568,0.042213,8,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,damage_rate,0.010417,0.009327,0.001090,0.019743,7,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,intervention_cost,-0.027146,0.001621,-0.028766,-0.025525,0,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,control_chatter,0.026954,0.000688,0.026266,0.027642,10,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,recovery_success,-0.051693,0.007581,-0.059273,-0.044112,0,10
calibrated_precontact_microslip_v5_minus_recovery_aware_grasp_mpc,robust_utility,-0.089340,0.015019,-0.104359,-0.074322,0,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,average_precision,-0.004378,0.011636,-0.016014,0.007258,3,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,auroc,-0.006787,0.019275,-0.026061,0.012488,4,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,ece,-0.024414,0.008756,-0.033170,-0.015658,0,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,early_recall,0.002497,0.006369,-0.003872,0.008866,6,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,false_alarm_rate,-0.005969,0.020909,-0.026878,0.014941,3,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,lead_time_margin,-0.010615,0.000911,-0.011526,-0.009704,0,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,task_success,0.023958,0.010385,0.013573,0.034344,9,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,gross_slip,-0.015234,0.014705,-0.029939,-0.000529,3,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,damage_rate,-0.004297,0.008849,-0.013146,0.004552,4,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,intervention_cost,-0.076388,0.002690,-0.079078,-0.073698,0,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,control_chatter,-0.040083,0.001184,-0.041267,-0.038899,0,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,recovery_success,0.021484,0.008180,0.013305,0.029664,9,10
calibrated_precontact_microslip_v5_minus_precontact_microslip_v4,robust_utility,0.051021,0.015200,0.035822,0.066221,10,10
