seed,stress_level,method,average_precision,auroc,ece,early_recall,false_alarm_rate,lead_time_margin,task_success,gross_slip,damage_rate,intervention_cost,control_chatter,recovery_success,robust_utility
0,0.2,tactile_temporal_filter,0.729075,0.525950,0.152002,0.648221,0.616822,0.422274,0.200000,0.513889,0.125000,0.165357,0.046478,0.069444,-0.162912
0,0.2,vision_gap_threshold,0.770108,0.589450,0.124444,0.565217,0.457944,0.493299,0.200000,0.500000,0.125000,0.148583,0.042873,0.080556,-0.145310
0,0.4,calibrated_precontact_microslip_v5,0.755909,0.543962,0.085781,0.903846,0.900000,0.489874,0.330556,0.369444,0.083333,0.328178,0.120004,0.213889,0.007150
0,0.4,conformal_precontact_risk,0.754175,0.540962,0.074237,0.811538,0.760000,0.436316,0.197222,0.452778,0.133333,0.228734,0.058444,0.108333,-0.156905
0,0.4,ensemble_uncertainty_guard,0.747287,0.559154,0.098759,0.988462,0.990000,0.492614,0.344444,0.372222,0.077778,0.456438,0.176954,0.222222,-0.010743
0,0.4,force_derivative_detector,0.764419,0.562615,0.259918,0.426923,0.350000,0.389084,0.152778,0.561111,0.136111,0.112389,0.028827,0.027778,-0.212390
0,0.4,friction_cone_margin,0.721280,0.502077,0.123440,0.861538,0.870000,0.429741,0.230556,0.438889,0.094444,0.272108,0.092443,0.127778,-0.116668
0,0.4,mpc_grip_stabilizer,0.779461,0.567692,0.079400,0.865385,0.820000,0.466550,0.386111,0.372222,0.102778,0.311458,0.079759,0.269444,0.063795
0,0.4,normal_force_threshold,0.716110,0.492154,0.381406,0.184615,0.190000,0.359591,0.119444,0.544444,0.150000,0.074821,0.011632,0.022222,-0.227964
0,0.4,optical_tactile_classifier,0.759790,0.538423,0.122181,0.942308,0.950000,0.431910,0.250000,0.458333,0.111111,0.273956,0.094953,0.166667,-0.117696
0,0.4,oracle_precontact_risk,0.776672,0.581346,0.049899,0.984615,0.950000,0.531106,0.608333,0.227778,0.044444,0.310256,0.071973,0.488889,0.375068
0,0.4,particle_friction_belief,0.707424,0.499500,0.082746,0.942308,0.920000,0.460528,0.311111,0.433333,0.091667,0.280798,0.093788,0.202778,-0.036200
0,0.4,precontact_microslip_v4,0.739216,0.501923,0.130995,0.919231,0.900000,0.502882,0.330556,0.394444,0.088889,0.406000,0.157382,0.227778,-0.024929
0,0.4,recovery_aware_grasp_mpc,0.733436,0.532923,0.101747,0.942308,0.900000,0.480935,0.402778,0.330556,0.072222,0.364473,0.099053,0.291667,0.098267
0,0.4,tactile_temporal_filter,0.713725,0.464000,0.203843,0.634615,0.700000,0.364699,0.161111,0.527778,0.136111,0.171178,0.049528,0.063889,-0.216265
0,0.4,vision_gap_threshold,0.770519,0.576423,0.145071,0.523077,0.420000,0.437791,0.163889,0.538889,0.152778,0.142109,0.040451,0.052778,-0.207236
0,0.6,calibrated_precontact_microslip_v5,0.771169,0.506475,0.116941,0.940520,0.923077,0.437722,0.369444,0.430556,0.061111,0.337902,0.126897,0.269444,0.026266
0,0.6,conformal_precontact_risk,0.799415,0.564157,0.066829,0.817844,0.802198,0.383887,0.238889,0.500000,0.086111,0.233531,0.060339,0.161111,-0.117792
0,0.6,ensemble_uncertainty_guard,0.774037,0.549737,0.095812,0.992565,0.967033,0.439892,0.338889,0.375000,0.111111,0.453829,0.180470,0.236111,-0.026625
0,0.6,force_derivative_detector,0.757091,0.534090,0.291815,0.386617,0.373626,0.327749,0.136111,0.600000,0.113889,0.111400,0.028480,0.033333,-0.237733
0,0.6,friction_cone_margin,0.761566,0.511377,0.109051,0.933086,0.934066,0.377244,0.255556,0.438889,0.094444,0.289853,0.101357,0.175000,-0.094865
0,0.6,mpc_grip_stabilizer,0.812918,0.592304,0.080527,0.925651,0.857143,0.416912,0.350000,0.391667,0.077778,0.328084,0.085273,0.252778,0.027084
0,0.6,normal_force_threshold,0.755054,0.523918,0.384898,0.171004,0.186813,0.301956,0.111111,0.625000,0.150000,0.075194,0.010866,0.016667,-0.274066
0,0.6,optical_tactile_classifier,0.834570,0.646350,0.089055,0.970260,0.901099,0.378303,0.230556,0.466667,0.111111,0.273919,0.095998,0.147222,-0.135461
0,0.6,oracle_precontact_risk,0.817512,0.637240,0.026749,0.992565,1.000000,0.478635,0.594444,0.227778,0.038889,0.316029,0.074252,0.469444,0.364023
0,0.6,particle_friction_belief,0.756805,0.501205,0.095997,0.944238,0.945055,0.408703,0.302778,0.413889,0.083333,0.283102,0.096165,0.211111,-0.029686
0,0.6,precontact_microslip_v4,0.781781,0.534295,0.109223,0.933086,0.989011,0.448351,0.294444,0.430556,0.108333,0.420431,0.168390,0.194444,-0.090239
0,0.6,recovery_aware_grasp_mpc,0.786466,0.569141,0.079840,0.925651,0.857143,0.430657,0.386111,0.386111,0.080556,0.355854,0.097863,0.283333,0.058438
0,0.6,tactile_temporal_filter,0.795699,0.559132,0.173308,0.669145,0.571429,0.313621,0.172222,0.541667,0.150000,0.166635,0.046601,0.055556,-0.208543
0,0.6,vision_gap_threshold,0.785786,0.555251,0.168348,0.579926,0.483516,0.390058,0.202778,0.569444,0.100000,0.155560,0.046029,0.102778,-0.164715
0,0.8,calibrated_precontact_microslip_v5,0.805666,0.568834,0.074758,0.967153,0.906977,0.380590,0.352778,0.388889,0.086111,0.342895,0.132058,0.263889,0.020351
0,0.8,conformal_precontact_risk,0.803088,0.560389,0.074629,0.868613,0.848837,0.333439,0.216667,0.458333,0.094444,0.245897,0.064838,0.141667,-0.126190
0,0.8,ensemble_uncertainty_guard,0.797834,0.547063,0.124737,0.981752,1.000000,0.381409,0.305556,0.361111,0.100000,0.455470,0.186714,0.222222,-0.048656
0,0.8,force_derivative_detector,0.752577,0.482558,0.305516,0.372263,0.395349,0.283773,0.127778,0.622222,0.166667,0.112988,0.028935,0.025000,-0.279231
0,0.8,friction_cone_margin,0.814104,0.573078,0.099974,0.919708,0.895349,0.322066,0.261111,0.425000,0.113889,0.285116,0.101639,0.186111,-0.086429
0,0.8,mpc_grip_stabilizer,0.760815,0.497157,0.115450,0.927007,0.906977,0.360569,0.330556,0.419444,0.094444,0.334339,0.089511,0.247222,-0.014243
0,0.8,normal_force_threshold,0.757085,0.522449,0.414674,0.197080,0.162791,0.242414,0.097222,0.630556,0.119444,0.078446,0.010947,0.008333,-0.277048
0,0.8,optical_tactile_classifier,0.806929,0.595485,0.105015,0.956204,0.930233,0.320539,0.169444,0.469444,0.094444,0.275052,0.098147,0.088889,-0.190435
0,0.8,oracle_precontact_risk,0.855895,0.675480,0.039473,1.000000,1.000000,0.421479,0.591667,0.213889,0.041667,0.318072,0.075702,0.469444,0.368455
0,0.8,particle_friction_belief,0.827366,0.578043,0.081666,0.978102,0.965116,0.351211,0.269444,0.447222,0.083333,0.291210,0.101337,0.194444,-0.079663
0,0.8,precontact_microslip_v4,0.787870,0.533950,0.121073,0.970803,0.930233,0.390962,0.330556,0.444444,0.072222,0.424219,0.174485,0.225000,-0.042475
0,0.8,recovery_aware_grasp_mpc,0.825320,0.592641,0.074039,0.937956,0.895349,0.369765,0.402778,0.377778,0.097222,0.363901,0.102544,0.313889,0.070632
0,0.8,tactile_temporal_filter,0.761292,0.494780,0.198017,0.656934,0.627907,0.260069,0.133333,0.563889,0.119444,0.170517,0.048771,0.072222,-0.247070
0,0.8,vision_gap_threshold,0.832912,0.598328,0.151584,0.602190,0.488372,0.329622,0.136111,0.541667,0.108333,0.160600,0.048434,0.061111,-0.221807
0,1.0,calibrated_precontact_microslip_v5,0.897631,0.616516,0.082569,0.954839,0.920000,0.309251,0.283333,0.505556,0.080556,0.333726,0.130839,0.230556,-0.086766
0,1.0,conformal_precontact_risk,0.860958,0.497161,0.133772,0.832258,0.780000,0.258469,0.188889,0.541667,0.113889,0.229653,0.057841,0.141667,-0.183399
0,1.0,ensemble_uncertainty_guard,0.871510,0.523161,0.108949,0.990323,0.980000,0.309839,0.341667,0.466667,0.083333,0.445613,0.188096,0.286111,-0.038131
0,1.0,force_derivative_detector,0.845491,0.462645,0.359561,0.419355,0.480000,0.205494,0.094444,0.661111,0.158333,0.119389,0.030846,0.038889,-0.324630
0,1.0,friction_cone_margin,0.883716,0.566839,0.112207,0.919355,0.960000,0.249797,0.255556,0.497222,0.136111,0.280623,0.100638,0.202778,-0.122187
0,1.0,mpc_grip_stabilizer,0.883827,0.554710,0.120767,0.938710,0.900000,0.287775,0.322222,0.400000,0.072222,0.328720,0.086772,0.280556,0.012042
0,1.0,normal_force_threshold,0.849517,0.442774,0.487278,0.222581,0.200000,0.173136,0.052778,0.686111,0.136111,0.084042,0.012250,0.008333,-0.354519
0,1.0,optical_tactile_classifier,0.871304,0.553935,0.088901,0.961290,0.920000,0.250000,0.186111,0.505556,0.086111,0.267678,0.095703,0.147222,-0.170919
0,1.0,oracle_precontact_risk,0.910927,0.632516,0.043824,1.000000,1.000000,0.350230,0.588889,0.272222,0.033333,0.308642,0.070808,0.513889,0.359364
0,1.0,particle_friction_belief,0.850600,0.458903,0.103202,0.983871,0.960000,0.280084,0.283333,0.469444,0.069444,0.283489,0.098500,0.225000,-0.053378
0,1.0,precontact_microslip_v4,0.884912,0.585419,0.101561,0.970968,0.880000,0.319256,0.258333,0.472222,0.102778,0.412829,0.174859,0.202778,-0.122851
0,1.0,recovery_aware_grasp_mpc,0.867702,0.534710,0.125348,0.961290,0.940000,0.300204,0.369444,0.413889,0.105556,0.365463,0.103690,0.311111,0.029403
0,1.0,tactile_temporal_filter,0.876323,0.516516,0.229688,0.654839,0.660000,0.189688,0.116667,0.675000,0.150000,0.167315,0.046709,0.066667,-0.319788
0,1.0,vision_gap_threshold,0.874449,0.519097,0.288261,0.477419,0.440000,0.264108,0.100000,0.641667,0.127778,0.139306,0.038111,0.063889,-0.300331
1,0.0,calibrated_precontact_microslip_v5,0.689508,0.577469,0.083633,0.883117,0.782946,0.600375,0.408333,0.330556,0.080556,0.311963,0.108209,0.211111,0.103970
1,0.0,conformal_precontact_risk,0.706511,0.597872,0.079377,0.770563,0.635659,0.545998,0.269444,0.405556,0.108333,0.211267,0.052798,0.116667,-0.050475
1,0.0,ensemble_uncertainty_guard,0.700218,0.567704,0.097434,0.969697,0.953488,0.602675,0.352778,0.313889,0.083333,0.451232,0.165516,0.213889,0.014671
1,0.0,force_derivative_detector,0.626368,0.503238,0.234770,0.307359,0.348837,0.504859,0.236111,0.497222,0.144444,0.099412,0.025182,0.050000,-0.103635
1,0.0,friction_cone_margin,0.708767,0.594886,0.096441,0.822511,0.720930,0.545589,0.286111,0.391667,0.088889,0.251793,0.081897,0.147222,-0.034068
1,0.0,mpc_grip_stabilizer,0.681343,0.541461,0.082032,0.796537,0.775194,0.585630,0.358333,0.358333,0.091667,0.295289,0.074394,0.188889,0.042797
1,0.0,normal_force_threshold,0.659773,0.481929,0.322078,0.116883,0.077519,0.463185,0.141667,0.513889,0.130556,0.056828,0.005890,0.013889,-0.175096
1,0.0,optical_tactile_classifier,0.690208,0.600121,0.133145,0.939394,0.868217,0.541079,0.269444,0.411111,0.069444,0.268655,0.090311,0.130556,-0.064222
1,0.0,oracle_precontact_risk,0.733520,0.626934,0.032118,0.904762,0.782946,0.637493,0.594444,0.236111,0.058333,0.280509,0.063472,0.386111,0.354883
1,0.0,particle_friction_belief,0.696012,0.571160,0.081306,0.917749,0.860465,0.572573,0.325000,0.380556,0.083333,0.274049,0.089076,0.169444,-0.000237
1,0.0,precontact_microslip_v4,0.711979,0.570254,0.110704,0.874459,0.798450,0.611698,0.316667,0.375000,0.063889,0.382252,0.139816,0.155556,-0.018731
1,0.0,recovery_aware_grasp_mpc,0.683055,0.530420,0.109983,0.818182,0.790698,0.592273,0.438889,0.336111,0.105556,0.326344,0.085688,0.258333,0.120578
1,0.0,tactile_temporal_filter,0.663531,0.531125,0.122287,0.653680,0.558140,0.479641,0.197222,0.441667,0.113889,0.162072,0.045765,0.061111,-0.128361
1,0.0,vision_gap_threshold,0.694235,0.578375,0.105882,0.588745,0.426357,0.556400,0.227778,0.444444,0.116667,0.147950,0.043091,0.066667,-0.089940
1,0.2,calibrated_precontact_microslip_v5,0.740678,0.586039,0.084134,0.912863,0.882353,0.557725,0.333333,0.347222,0.083333,0.330951,0.119832,0.208333,0.013446
1,0.2,conformal_precontact_risk,0.697086,0.521183,0.088467,0.763485,0.689076,0.503241,0.219444,0.447222,0.105556,0.216673,0.055424,0.113889,-0.120544
1,0.2,ensemble_uncertainty_guard,0.730789,0.595627,0.117355,0.983402,0.991597,0.559166,0.336111,0.344444,0.094444,0.459938,0.175074,0.208333,-0.021630
1,0.2,force_derivative_detector,0.721116,0.533317,0.186823,0.464730,0.369748,0.452073,0.172222,0.497222,0.094444,0.116731,0.031558,0.055556,-0.149834
1,0.2,friction_cone_margin,0.714601,0.551030,0.095746,0.842324,0.798319,0.499791,0.275000,0.397222,0.105556,0.264106,0.088926,0.150000,-0.058654
1,0.2,mpc_grip_stabilizer,0.726223,0.555877,0.095077,0.809129,0.781513,0.535795,0.363889,0.355556,0.097222,0.298093,0.076392,0.197222,0.049760
1,0.2,normal_force_threshold,0.673596,0.521497,0.325429,0.149378,0.184874,0.414588,0.152778,0.586111,0.136111,0.070164,0.011107,0.013889,-0.209240
1,0.2,optical_tactile_classifier,0.653836,0.477318,0.164496,0.970954,0.941176,0.498505,0.261111,0.397222,0.080556,0.280644,0.097354,0.136111,-0.073418
1,0.2,oracle_precontact_risk,0.733808,0.614178,0.027029,0.970954,0.890756,0.597038,0.633333,0.180556,0.050000,0.304238,0.070965,0.463889,0.416696
1,0.2,particle_friction_belief,0.712815,0.572719,0.084565,0.917012,0.882353,0.528183,0.325000,0.341667,0.058333,0.275995,0.091775,0.194444,0.030977
1,0.2,precontact_microslip_v4,0.684625,0.503783,0.131742,0.875519,0.857143,0.566654,0.316667,0.419444,0.088889,0.391966,0.148819,0.175000,-0.052769
1,0.2,recovery_aware_grasp_mpc,0.729800,0.551832,0.085514,0.904564,0.907563,0.549618,0.427778,0.336111,0.066667,0.360635,0.098079,0.258333,0.115722
1,0.2,tactile_temporal_filter,0.666937,0.519649,0.157387,0.663900,0.621849,0.438802,0.188889,0.505556,0.133333,0.169660,0.049291,0.055556,-0.178135
1,0.2,vision_gap_threshold,0.682321,0.524356,0.124966,0.539419,0.529412,0.513114,0.191667,0.469444,0.141667,0.153492,0.046758,0.075000,-0.153471
1,0.4,calibrated_precontact_microslip_v5,0.737273,0.516801,0.098112,0.945946,0.930693,0.494858,0.391667,0.375000,0.086111,0.340338,0.124317,0.252778,0.060030
1,0.4,conformal_precontact_risk,0.744175,0.540196,0.085082,0.814672,0.821782,0.442168,0.230556,0.433333,0.111111,0.234789,0.060518,0.125000,-0.109314
1,0.4,ensemble_uncertainty_guard,0.770142,0.555717,0.105130,0.992278,0.990099,0.496895,0.361111,0.369444,0.080556,0.457766,0.176179,0.277778,0.005484
1,0.4,force_derivative_detector,0.741421,0.542108,0.255056,0.405405,0.376238,0.390412,0.172222,0.608333,0.113889,0.112060,0.029174,0.061111,-0.207588
1,0.4,friction_cone_margin,0.758082,0.563133,0.105228,0.884170,0.841584,0.432635,0.250000,0.413889,0.088889,0.273278,0.092267,0.152778,-0.082194
1,0.4,mpc_grip_stabilizer,0.769054,0.550977,0.090702,0.888031,0.841584,0.475295,0.352778,0.375000,0.066667,0.318611,0.081454,0.244444,0.041505
1,0.4,normal_force_threshold,0.742722,0.540388,0.368306,0.181467,0.168317,0.349946,0.138889,0.566667,0.127778,0.073035,0.010705,0.013889,-0.208550
1,0.4,optical_tactile_classifier,0.763361,0.557552,0.102124,0.942085,0.940594,0.436378,0.202778,0.491667,0.108333,0.273283,0.094074,0.111111,-0.179543
1,0.4,oracle_precontact_risk,0.789636,0.630567,0.021964,0.984556,0.940594,0.535513,0.625000,0.216667,0.050000,0.309500,0.071348,0.500000,0.394933
1,0.4,particle_friction_belief,0.745917,0.527123,0.088931,0.969112,0.930693,0.465474,0.341667,0.425000,0.080556,0.286251,0.095229,0.225000,0.001007
1,0.4,precontact_microslip_v4,0.764506,0.588249,0.088806,0.938224,0.900990,0.506116,0.325000,0.344444,0.108333,0.411269,0.158338,0.233333,-0.016140
1,0.4,recovery_aware_grasp_mpc,0.741983,0.544746,0.084414,0.888031,0.891089,0.485299,0.444444,0.394444,0.058333,0.351466,0.094974,0.297222,0.117850
1,0.4,tactile_temporal_filter,0.740708,0.519821,0.147256,0.675676,0.613861,0.369115,0.191667,0.505556,0.127778,0.169471,0.048002,0.066667,-0.167527
1,0.4,vision_gap_threshold,0.765142,0.565465,0.155264,0.548263,0.455446,0.443804,0.197222,0.522222,0.116667,0.148004,0.043192,0.080556,-0.153849
1,0.6,calibrated_precontact_microslip_v5,0.773814,0.576227,0.102860,0.953488,0.892157,0.433491,0.358333,0.416667,0.072222,0.340101,0.129200,0.238889,0.013417
1,0.6,conformal_precontact_risk,0.755620,0.572807,0.093106,0.821705,0.745098,0.378406,0.266667,0.452778,0.083333,0.231539,0.060526,0.166667,-0.067174
1,0.6,ensemble_uncertainty_guard,0.791200,0.576835,0.104233,0.992248,1.000000,0.433274,0.377778,0.366667,0.086111,0.461885,0.185591,0.286111,0.018579
1,0.6,force_derivative_detector,0.694192,0.471994,0.277132,0.406977,0.450980,0.329433,0.152778,0.569444,0.097222,0.119981,0.032998,0.038889,-0.206730
1,0.6,friction_cone_margin,0.758003,0.548336,0.100694,0.903101,0.892157,0.370433,0.241667,0.447222,0.097222,0.283979,0.100244,0.125000,-0.115418
1,0.6,mpc_grip_stabilizer,0.676705,0.461848,0.118077,0.910853,0.921569,0.412429,0.338889,0.361111,0.088889,0.334899,0.089994,0.227778,0.017163
1,0.6,normal_force_threshold,0.737977,0.553162,0.378695,0.186047,0.176471,0.304121,0.122222,0.555556,0.155556,0.076403,0.011489,0.008333,-0.232679
1,0.6,optical_tactile_classifier,0.762082,0.548298,0.117733,0.957364,0.901961,0.370596,0.258333,0.483333,0.100000,0.274649,0.097585,0.152778,-0.115751
1,0.6,oracle_precontact_risk,0.829268,0.633645,0.053059,0.996124,0.950980,0.472345,0.600000,0.211111,0.047222,0.315168,0.075262,0.455556,0.371466
1,0.6,particle_friction_belief,0.730211,0.522496,0.111321,0.961240,0.970588,0.403567,0.322222,0.422222,0.061111,0.291445,0.101108,0.230556,-0.012682
1,0.6,precontact_microslip_v4,0.730408,0.504294,0.126910,0.953488,0.921569,0.444261,0.380556,0.425000,0.097222,0.420681,0.169370,0.261111,0.001285
1,0.6,recovery_aware_grasp_mpc,0.744876,0.534732,0.095872,0.914729,0.921569,0.422753,0.352778,0.388889,0.097222,0.363803,0.102367,0.230556,0.007779
1,0.6,tactile_temporal_filter,0.738168,0.535036,0.136449,0.701550,0.666667,0.312048,0.166667,0.513889,0.100000,0.179023,0.053061,0.063889,-0.189752
1,0.6,vision_gap_threshold,0.777428,0.586715,0.151787,0.531008,0.450980,0.380690,0.180556,0.538889,0.150000,0.147982,0.043744,0.063889,-0.192567
1,0.8,calibrated_precontact_microslip_v5,0.812785,0.540134,0.090550,0.960714,0.962500,0.376566,0.294444,0.391667,0.072222,0.344884,0.132274,0.200000,-0.033418
1,0.8,conformal_precontact_risk,0.783670,0.517634,0.084993,0.835714,0.862500,0.324384,0.241667,0.516667,0.138889,0.240159,0.062450,0.150000,-0.144807
1,0.8,ensemble_uncertainty_guard,0.793437,0.539911,0.109157,0.996429,1.000000,0.378127,0.316667,0.383333,0.100000,0.457515,0.186264,0.219444,-0.045868
1,0.8,force_derivative_detector,0.802860,0.525982,0.278275,0.428571,0.437500,0.278606,0.130556,0.594444,0.119444,0.120682,0.031810,0.038889,-0.245404
1,0.8,friction_cone_margin,0.827340,0.560893,0.096751,0.921429,0.875000,0.315085,0.280556,0.450000,0.091667,0.282171,0.098835,0.200000,-0.065730
1,0.8,mpc_grip_stabilizer,0.784454,0.511429,0.110548,0.939286,0.987500,0.357330,0.300000,0.411111,0.091667,0.342453,0.091147,0.225000,-0.041701
1,0.8,normal_force_threshold,0.765168,0.484018,0.441170,0.178571,0.225000,0.242226,0.080556,0.669444,0.116667,0.079668,0.011962,0.005556,-0.313314
1,0.8,optical_tactile_classifier,0.790317,0.518214,0.116097,0.957143,0.962500,0.316952,0.238889,0.480556,0.127778,0.275825,0.097797,0.155556,-0.139095
1,0.8,oracle_precontact_risk,0.804780,0.562366,0.038824,1.000000,1.000000,0.417961,0.633333,0.247222,0.041667,0.316082,0.074088,0.541667,0.397308
1,0.8,particle_friction_belief,0.831074,0.579420,0.065789,0.978571,0.962500,0.348203,0.316667,0.441667,0.125000,0.289246,0.099501,0.225000,-0.044070
1,0.8,precontact_microslip_v4,0.809289,0.548973,0.125960,0.967857,0.937500,0.387659,0.316667,0.394444,0.077778,0.422426,0.172593,0.233333,-0.031963
1,0.8,recovery_aware_grasp_mpc,0.761288,0.485357,0.125179,0.950000,0.925000,0.366442,0.394444,0.411111,0.080556,0.368024,0.102909,0.300000,0.053854
1,0.8,tactile_temporal_filter,0.778917,0.507768,0.190012,0.685714,0.650000,0.259737,0.150000,0.583333,0.147222,0.174331,0.050140,0.063889,-0.251338
1,0.8,vision_gap_threshold,0.828180,0.572009,0.191509,0.521429,0.462500,0.329505,0.155556,0.569444,0.136111,0.147685,0.042610,0.069444,-0.222233
1,1.0,calibrated_precontact_microslip_v5,0.813084,0.537342,0.113990,0.961268,0.947368,0.309492,0.319444,0.450000,0.113889,0.344883,0.136931,0.250000,-0.052161
1,1.0,conformal_precontact_risk,0.797510,0.513065,0.101726,0.862676,0.855263,0.259861,0.252778,0.500000,0.113889,0.245236,0.065075,0.177778,-0.114594
1,1.0,ensemble_uncertainty_guard,0.807801,0.508108,0.127524,1.000000,1.000000,0.311012,0.355556,0.450000,0.086111,0.459598,0.194516,0.275000,-0.032568
1,1.0,force_derivative_detector,0.794896,0.508756,0.291338,0.454225,0.460526,0.209513,0.111111,0.625000,0.125000,0.126658,0.034735,0.030556,-0.283216
1,1.0,friction_cone_margin,0.797486,0.510239,0.123053,0.936620,0.934211,0.252257,0.244444,0.522222,0.105556,0.290726,0.105764,0.169444,-0.145018
1,1.0,mpc_grip_stabilizer,0.766451,0.485638,0.119005,0.943662,0.921053,0.290260,0.358333,0.405556,0.100000,0.338758,0.092210,0.277778,0.020358
1,1.0,normal_force_threshold,0.794264,0.522378,0.432341,0.235915,0.184211,0.175540,0.102778,0.663889,0.138889,0.085613,0.013079,0.008333,-0.297163
1,1.0,optical_tactile_classifier,0.786706,0.481746,0.125175,0.940141,0.921053,0.248233,0.183333,0.483333,0.141667,0.271364,0.098619,0.108333,-0.197985
1,1.0,oracle_precontact_risk,0.861356,0.650852,0.041716,1.000000,1.000000,0.351012,0.625000,0.280556,0.055556,0.317234,0.076098,0.519444,0.368510
1,1.0,particle_friction_belief,0.788289,0.500232,0.089745,0.985915,0.986842,0.280613,0.263889,0.480556,0.105556,0.293514,0.104294,0.191667,-0.107706
1,1.0,precontact_microslip_v4,0.773875,0.429021,0.160164,0.961268,0.960526,0.320718,0.252778,0.483333,0.105556,0.424187,0.180244,0.186111,-0.150378
1,1.0,recovery_aware_grasp_mpc,0.777346,0.487213,0.123287,0.971831,0.921053,0.301390,0.394444,0.369444,0.083333,0.374280,0.108276,0.305556,0.072802
