seed,stress_level,method,average_precision,auroc,ece,early_recall,false_alarm_rate,lead_time_margin,task_success,gross_slip,damage_rate,intervention_cost,control_chatter,recovery_success,robust_utility
1,1.0,tactile_temporal_filter,0.796323,0.514455,0.189306,0.718310,0.684211,0.187519,0.111111,0.566667,0.125000,0.182585,0.053943,0.038889,-0.274760
1,1.0,vision_gap_threshold,0.792411,0.512092,0.225766,0.468310,0.460526,0.263553,0.130556,0.611111,0.130556,0.142447,0.040706,0.063889,-0.262878
2,0.0,calibrated_precontact_microslip_v5,0.657937,0.531310,0.087796,0.875536,0.850394,0.599872,0.377778,0.358333,0.097222,0.319816,0.112525,0.222222,0.048125
2,0.0,conformal_precontact_risk,0.686570,0.579365,0.069656,0.742489,0.622047,0.543835,0.261111,0.433333,0.088889,0.205885,0.050915,0.111111,-0.061484
2,0.0,ensemble_uncertainty_guard,0.696002,0.567977,0.112421,0.974249,0.929134,0.599309,0.363889,0.344444,0.116667,0.447338,0.163796,0.236111,0.000211
2,0.0,force_derivative_detector,0.651051,0.499780,0.208571,0.334764,0.362205,0.493071,0.172222,0.522222,0.086111,0.102860,0.026603,0.030556,-0.156231
2,0.0,friction_cone_margin,0.636569,0.498733,0.121058,0.798283,0.795276,0.538456,0.280556,0.416667,0.080556,0.257008,0.084468,0.141667,-0.052875
2,0.0,mpc_grip_stabilizer,0.647674,0.489710,0.132344,0.785408,0.755906,0.579864,0.322222,0.394444,0.072222,0.290069,0.072601,0.194444,0.000416
2,0.0,normal_force_threshold,0.668480,0.505120,0.322435,0.167382,0.125984,0.467712,0.163889,0.530556,0.119444,0.065197,0.008946,0.008333,-0.160686
2,0.0,optical_tactile_classifier,0.716286,0.598729,0.142709,0.961373,0.866142,0.538570,0.316667,0.375000,0.097222,0.270952,0.090860,0.158333,-0.010913
2,0.0,oracle_precontact_risk,0.720966,0.635497,0.043229,0.927039,0.795276,0.635088,0.569444,0.180556,0.058333,0.285205,0.064544,0.363889,0.355598
2,0.0,particle_friction_belief,0.694977,0.529384,0.117488,0.858369,0.834646,0.567662,0.325000,0.397222,0.105556,0.262056,0.084732,0.180556,-0.012754
2,0.0,precontact_microslip_v4,0.670927,0.545132,0.117608,0.854077,0.771654,0.611551,0.280556,0.380556,0.111111,0.372492,0.135939,0.163889,-0.072976
2,0.0,recovery_aware_grasp_mpc,0.693121,0.549694,0.097925,0.836910,0.787402,0.589775,0.438889,0.319444,0.066667,0.329124,0.086198,0.275000,0.145249
2,0.0,tactile_temporal_filter,0.659384,0.530127,0.164094,0.566524,0.543307,0.476108,0.194444,0.469444,0.108333,0.151383,0.042047,0.061111,-0.138509
2,0.0,vision_gap_threshold,0.715224,0.566794,0.118943,0.523605,0.480315,0.556147,0.200000,0.477778,0.075000,0.146095,0.043258,0.055556,-0.118567
2,0.2,calibrated_precontact_microslip_v5,0.783867,0.610683,0.094703,0.930894,0.894737,0.546174,0.386111,0.358333,0.091667,0.334408,0.120042,0.244444,0.058080
2,0.2,conformal_precontact_risk,0.723009,0.537370,0.088150,0.756098,0.728070,0.494544,0.238889,0.422222,0.094444,0.218472,0.055568,0.122222,-0.085215
2,0.2,ensemble_uncertainty_guard,0.760385,0.603159,0.104719,0.983740,0.929825,0.547455,0.291667,0.327778,0.086111,0.448012,0.168092,0.186111,-0.046396
2,0.2,force_derivative_detector,0.702482,0.563293,0.248545,0.390244,0.307018,0.443860,0.161111,0.494444,0.113889,0.104039,0.025961,0.022222,-0.160934
2,0.2,friction_cone_margin,0.709601,0.549565,0.095397,0.857724,0.798246,0.486253,0.291667,0.375000,0.100000,0.265157,0.088432,0.163889,-0.027349
2,0.2,mpc_grip_stabilizer,0.728991,0.553059,0.085683,0.821138,0.780702,0.529804,0.369444,0.363889,0.097222,0.298877,0.075136,0.233333,0.053077
2,0.2,normal_force_threshold,0.705175,0.533447,0.378581,0.146341,0.114035,0.406290,0.113889,0.558333,0.130556,0.063965,0.007941,0.013889,-0.227030
2,0.2,optical_tactile_classifier,0.730357,0.585758,0.138532,0.939024,0.938596,0.488722,0.255556,0.450000,0.086111,0.274166,0.093778,0.136111,-0.102894
2,0.2,oracle_precontact_risk,0.783774,0.675831,0.061824,0.967480,0.903509,0.585535,0.597222,0.238889,0.033333,0.303721,0.070042,0.438889,0.361104
2,0.2,particle_friction_belief,0.731623,0.570354,0.090970,0.922764,0.894737,0.516702,0.322222,0.408333,0.122222,0.276659,0.090900,0.202778,-0.029333
2,0.2,precontact_microslip_v4,0.710887,0.568143,0.106338,0.902439,0.824561,0.555713,0.352778,0.372222,0.066667,0.391915,0.147324,0.230556,0.019056
2,0.2,recovery_aware_grasp_mpc,0.731260,0.590251,0.084314,0.898374,0.807018,0.538007,0.455556,0.308333,0.072222,0.343705,0.091071,0.291667,0.165359
2,0.2,tactile_temporal_filter,0.699608,0.527493,0.170681,0.605691,0.622807,0.428870,0.213889,0.502778,0.086111,0.162308,0.046294,0.077778,-0.129011
2,0.2,vision_gap_threshold,0.730688,0.543539,0.133479,0.565041,0.473684,0.489162,0.216667,0.497222,0.111111,0.150462,0.044470,0.080556,-0.124197
2,0.4,calibrated_precontact_microslip_v5,0.721503,0.494336,0.095210,0.935361,0.948454,0.491645,0.300000,0.422222,0.088889,0.338937,0.125310,0.200000,-0.054429
2,0.4,conformal_precontact_risk,0.740809,0.512838,0.097080,0.802281,0.804124,0.438875,0.255556,0.427778,0.111111,0.230457,0.059385,0.180556,-0.078532
2,0.4,ensemble_uncertainty_guard,0.747707,0.492454,0.160920,0.988593,0.969072,0.491436,0.358333,0.391667,0.100000,0.452484,0.175573,0.266667,-0.012449
2,0.4,force_derivative_detector,0.774393,0.521893,0.245814,0.422053,0.329897,0.388559,0.166667,0.561111,0.116667,0.110264,0.028038,0.041667,-0.188540
2,0.4,friction_cone_margin,0.717612,0.470464,0.157061,0.859316,0.896907,0.430311,0.238889,0.416667,0.102778,0.273354,0.093498,0.161111,-0.101498
2,0.4,mpc_grip_stabilizer,0.745636,0.490808,0.127876,0.851711,0.896907,0.469928,0.363889,0.413889,0.091667,0.316237,0.082077,0.241667,0.022925
2,0.4,normal_force_threshold,0.746508,0.552664,0.364346,0.205323,0.247423,0.344647,0.133333,0.591667,0.094444,0.080295,0.013881,0.016667,-0.216841
2,0.4,optical_tactile_classifier,0.742529,0.516953,0.114708,0.954373,0.917526,0.431394,0.236111,0.502778,0.111111,0.271977,0.094146,0.122222,-0.149815
2,0.4,oracle_precontact_risk,0.792999,0.595273,0.034078,0.977186,0.938144,0.530135,0.633333,0.250000,0.050000,0.306900,0.070939,0.497222,0.389553
2,0.4,particle_friction_belief,0.722899,0.489436,0.113700,0.946768,0.948454,0.459997,0.291667,0.450000,0.083333,0.283211,0.095023,0.200000,-0.060702
2,0.4,precontact_microslip_v4,0.738243,0.489554,0.130486,0.931559,0.938144,0.501963,0.316667,0.411111,0.088889,0.413326,0.161158,0.213889,-0.048959
2,0.4,recovery_aware_grasp_mpc,0.708889,0.471444,0.148367,0.878327,0.855670,0.480588,0.400000,0.377778,0.097222,0.343931,0.093166,0.280556,0.069720
2,0.4,tactile_temporal_filter,0.773264,0.551448,0.157483,0.684411,0.618557,0.364837,0.180556,0.516667,0.144444,0.170235,0.048525,0.072222,-0.190273
2,0.4,vision_gap_threshold,0.732647,0.520403,0.185560,0.513308,0.474227,0.441094,0.163889,0.519444,0.133333,0.144756,0.042285,0.066667,-0.192173
2,0.6,calibrated_precontact_microslip_v5,0.778005,0.595407,0.063366,0.984848,0.906250,0.434412,0.350000,0.388889,0.111111,0.346777,0.130972,0.252778,0.002483
2,0.6,conformal_precontact_risk,0.749114,0.547861,0.062495,0.818182,0.760417,0.384171,0.244444,0.461111,0.100000,0.231385,0.059743,0.152778,-0.098957
2,0.6,ensemble_uncertainty_guard,0.795114,0.594184,0.083510,0.996212,0.989583,0.434250,0.308333,0.408333,0.083333,0.459608,0.183541,0.241667,-0.065972
2,0.6,force_derivative_detector,0.770231,0.523043,0.240443,0.431818,0.437500,0.331696,0.111111,0.558333,0.133333,0.120948,0.032677,0.011111,-0.256594
2,0.6,friction_cone_margin,0.791908,0.573903,0.105785,0.924242,0.854167,0.373498,0.261111,0.425000,0.086111,0.282554,0.098372,0.172222,-0.076197
2,0.6,mpc_grip_stabilizer,0.750452,0.550150,0.089210,0.909091,0.895833,0.414425,0.380556,0.363889,0.088889,0.330103,0.086926,0.302778,0.062222
2,0.6,normal_force_threshold,0.724953,0.503906,0.383355,0.178030,0.197917,0.292773,0.105556,0.611111,0.144444,0.076968,0.011745,0.016667,-0.271918
2,0.6,optical_tactile_classifier,0.768513,0.554332,0.117493,0.954545,0.927083,0.374778,0.227778,0.463889,0.119444,0.275100,0.096818,0.127778,-0.143811
2,0.6,oracle_precontact_risk,0.825978,0.643584,0.032672,0.996212,0.968750,0.473919,0.625000,0.266667,0.033333,0.315434,0.074421,0.488889,0.377446
2,0.6,particle_friction_belief,0.741417,0.534209,0.069647,0.969697,0.968750,0.404445,0.313889,0.405556,0.061111,0.290965,0.099828,0.197222,-0.010134
2,0.6,precontact_microslip_v4,0.727160,0.524582,0.118142,0.931818,0.916667,0.443963,0.308333,0.400000,0.083333,0.412792,0.165185,0.213889,-0.048599
2,0.6,recovery_aware_grasp_mpc,0.743664,0.496725,0.122284,0.890152,0.937500,0.423062,0.383333,0.386111,0.077778,0.358369,0.100222,0.258333,0.050805
2,0.6,tactile_temporal_filter,0.740554,0.490451,0.167992,0.659091,0.718750,0.311072,0.186111,0.552778,0.102778,0.176928,0.052052,0.080556,-0.190108
2,0.6,vision_gap_threshold,0.776715,0.592172,0.174874,0.553030,0.406250,0.383501,0.175000,0.544444,0.116667,0.146975,0.042406,0.058333,-0.183363
2,0.8,calibrated_precontact_microslip_v5,0.770280,0.482234,0.108176,0.971326,0.938272,0.372537,0.363889,0.411111,0.097222,0.345388,0.132412,0.252778,0.016533
2,0.8,conformal_precontact_risk,0.783966,0.500951,0.092036,0.860215,0.876543,0.321238,0.244444,0.511111,0.094444,0.245314,0.064198,0.150000,-0.122687
2,0.8,ensemble_uncertainty_guard,0.790375,0.522988,0.096369,0.992832,0.987654,0.372612,0.325000,0.413889,0.086111,0.455470,0.185602,0.230556,-0.045934
2,0.8,force_derivative_detector,0.774978,0.495951,0.295981,0.476703,0.407407,0.272015,0.130556,0.625000,0.136111,0.124408,0.033129,0.044444,-0.266984
2,0.8,friction_cone_margin,0.825845,0.572680,0.093569,0.910394,0.901235,0.312579,0.275000,0.477778,0.108333,0.282584,0.099478,0.191667,-0.093091
2,0.8,mpc_grip_stabilizer,0.791221,0.497544,0.128522,0.888889,0.950617,0.353269,0.341667,0.413889,0.108333,0.328616,0.087291,0.263889,-0.004602
2,0.8,normal_force_threshold,0.788860,0.513209,0.406347,0.218638,0.172840,0.226447,0.086111,0.630556,0.152778,0.081035,0.011756,0.005556,-0.302706
2,0.8,optical_tactile_classifier,0.819996,0.562282,0.097624,0.960573,0.962963,0.312090,0.188889,0.541667,0.138889,0.276799,0.098375,0.116667,-0.223772
2,0.8,oracle_precontact_risk,0.858262,0.637241,0.037009,1.000000,1.000000,0.413334,0.602778,0.208333,0.038889,0.316479,0.074353,0.500000,0.386043
2,0.8,particle_friction_belief,0.798277,0.517191,0.113746,0.989247,0.962963,0.343227,0.302778,0.425000,0.108333,0.291472,0.100559,0.219444,-0.043910
2,0.8,precontact_microslip_v4,0.790366,0.507899,0.129926,0.953405,0.962963,0.382024,0.319444,0.422222,0.116667,0.421565,0.172408,0.233333,-0.060011
2,0.8,recovery_aware_grasp_mpc,0.810884,0.565467,0.095985,0.946237,0.925926,0.363517,0.422222,0.322222,0.069444,0.367575,0.103071,0.330556,0.128585
2,0.8,tactile_temporal_filter,0.817952,0.569715,0.156183,0.706093,0.641975,0.245232,0.141667,0.622222,0.152778,0.176619,0.050650,0.063889,-0.281134
2,0.8,vision_gap_threshold,0.782109,0.521483,0.213089,0.505376,0.469136,0.324640,0.133333,0.583333,0.125000,0.146178,0.042149,0.055556,-0.246582
2,1.0,calibrated_precontact_microslip_v5,0.822214,0.584055,0.079797,0.965753,0.882353,0.313626,0.316667,0.425000,0.072222,0.338510,0.132500,0.269444,-0.018515
2,1.0,conformal_precontact_risk,0.801146,0.491841,0.123145,0.845890,0.808824,0.263018,0.241667,0.541667,0.152778,0.237610,0.061545,0.175000,-0.155869
2,1.0,ensemble_uncertainty_guard,0.823821,0.522613,0.106271,1.000000,1.000000,0.313839,0.286111,0.413889,0.100000,0.456741,0.192188,0.208333,-0.086210
2,1.0,force_derivative_detector,0.830829,0.533693,0.297359,0.469178,0.397059,0.209136,0.091667,0.633333,0.116667,0.124228,0.032695,0.033333,-0.298964
2,1.0,friction_cone_margin,0.845620,0.557464,0.102429,0.945205,0.852941,0.254038,0.272222,0.494444,0.083333,0.284574,0.101933,0.188889,-0.087306
2,1.0,mpc_grip_stabilizer,0.829506,0.527951,0.127056,0.928082,0.882353,0.293799,0.363889,0.422222,0.108333,0.329954,0.088314,0.288889,0.020832
2,1.0,normal_force_threshold,0.832928,0.536815,0.451101,0.198630,0.205882,0.163736,0.080556,0.644444,0.136111,0.082403,0.011852,0.008333,-0.308184
2,1.0,optical_tactile_classifier,0.824227,0.521303,0.113070,0.938356,0.911765,0.252200,0.175000,0.525000,0.111111,0.268226,0.096129,0.113889,-0.209116
2,1.0,oracle_precontact_risk,0.824763,0.596193,0.052085,1.000000,1.000000,0.353839,0.627778,0.252778,0.036111,0.314626,0.074137,0.536111,0.397009
2,1.0,particle_friction_belief,0.845081,0.588185,0.059031,0.972603,0.926471,0.282832,0.244444,0.497222,0.091667,0.284746,0.099310,0.180556,-0.121907
2,1.0,precontact_microslip_v4,0.873069,0.645346,0.073064,0.955479,0.926471,0.321569,0.272222,0.416667,0.075000,0.416650,0.175431,0.194444,-0.079818
2,1.0,recovery_aware_grasp_mpc,0.832800,0.548096,0.070010,0.969178,0.985294,0.303437,0.386111,0.405556,0.097222,0.376726,0.108258,0.333333,0.042197
2,1.0,tactile_temporal_filter,0.817382,0.474617,0.229920,0.674658,0.691176,0.196301,0.108333,0.566667,0.119444,0.175281,0.050565,0.044444,-0.271329
2,1.0,vision_gap_threshold,0.823999,0.526440,0.234156,0.534247,0.500000,0.266488,0.155556,0.605556,0.111111,0.152561,0.045297,0.088889,-0.228880
3,0.0,calibrated_precontact_microslip_v5,0.640699,0.551637,0.104600,0.867580,0.815603,0.604806,0.322222,0.358333,0.094444,0.316787,0.112515,0.158333,-0.008829
3,0.0,conformal_precontact_risk,0.627790,0.516370,0.121963,0.703196,0.737589,0.550003,0.269444,0.397222,0.127778,0.217309,0.057342,0.111111,-0.065961
3,0.0,ensemble_uncertainty_guard,0.635068,0.522880,0.136185,0.986301,0.971631,0.607022,0.375000,0.347222,0.075000,0.462700,0.172396,0.236111,0.015419
3,0.0,force_derivative_detector,0.583779,0.472813,0.247485,0.369863,0.368794,0.499098,0.227778,0.463889,0.086111,0.108249,0.029550,0.030556,-0.076606
3,0.0,friction_cone_margin,0.631893,0.550504,0.113002,0.799087,0.695035,0.541041,0.288889,0.366667,0.088889,0.247112,0.081143,0.136111,-0.020595
3,0.0,mpc_grip_stabilizer,0.609711,0.506461,0.113936,0.730594,0.695035,0.581735,0.383333,0.333333,0.069444,0.274451,0.069836,0.180556,0.094226
3,0.0,normal_force_threshold,0.611085,0.502186,0.288025,0.150685,0.156028,0.452003,0.183333,0.508333,0.133333,0.067072,0.010289,0.011111,-0.139546
3,0.0,optical_tactile_classifier,0.636760,0.534182,0.209653,0.940639,0.929078,0.544666,0.255556,0.380556,0.075000,0.279550,0.096768,0.116667,-0.076829
3,0.0,oracle_precontact_risk,0.670715,0.563846,0.057456,0.917808,0.879433,0.642348,0.586111,0.161111,0.058333,0.298189,0.071141,0.366667,0.368379
3,0.0,particle_friction_belief,0.603407,0.486318,0.148972,0.858447,0.858156,0.574813,0.350000,0.388889,0.080556,0.268824,0.089213,0.180556,0.018413
3,0.0,precontact_microslip_v4,0.638274,0.530166,0.148046,0.876712,0.765957,0.613381,0.325000,0.361111,0.083333,0.379104,0.140312,0.144444,-0.013603
3,0.0,recovery_aware_grasp_mpc,0.659923,0.553094,0.102291,0.835616,0.843972,0.593735,0.427778,0.291667,0.091667,0.341773,0.092566,0.233333,0.125613
3,0.0,tactile_temporal_filter,0.579772,0.459730,0.188995,0.579909,0.638298,0.486422,0.177778,0.438889,0.097222,0.165109,0.049295,0.038889,-0.148371
3,0.0,vision_gap_threshold,0.634337,0.528191,0.124600,0.529680,0.503546,0.565075,0.238889,0.413889,0.105556,0.151174,0.046418,0.080556,-0.067520
3,0.2,calibrated_precontact_microslip_v5,0.711541,0.570936,0.119200,0.878261,0.876923,0.552692,0.347222,0.347222,0.086111,0.326922,0.117488,0.202778,0.023127
3,0.2,conformal_precontact_risk,0.659380,0.506388,0.130022,0.743478,0.746154,0.499370,0.255556,0.402778,0.097222,0.222529,0.058482,0.125000,-0.067626
3,0.2,ensemble_uncertainty_guard,0.649328,0.517625,0.161754,0.982609,0.961538,0.556240,0.361111,0.336111,0.108333,0.458162,0.173044,0.227778,-0.001051
3,0.2,force_derivative_detector,0.669078,0.519532,0.207831,0.456522,0.423077,0.450196,0.180556,0.497222,0.125000,0.121595,0.034216,0.052778,-0.160364
3,0.2,friction_cone_margin,0.650023,0.493779,0.143657,0.830435,0.869231,0.491594,0.266667,0.394444,0.100000,0.273771,0.093080,0.125000,-0.073476
3,0.2,mpc_grip_stabilizer,0.651369,0.519666,0.114232,0.786957,0.769231,0.533831,0.363889,0.377778,0.094444,0.294940,0.076010,0.227778,0.037754
3,0.2,normal_force_threshold,0.651955,0.496120,0.331838,0.139130,0.115385,0.411471,0.150000,0.544444,0.122222,0.063956,0.008168,0.002778,-0.181662
3,0.2,optical_tactile_classifier,0.688800,0.555719,0.155943,0.969565,0.930769,0.494295,0.263889,0.416667,0.111111,0.282309,0.097914,0.125000,-0.097163
3,0.2,oracle_precontact_risk,0.713080,0.593980,0.062570,0.939130,0.884615,0.590530,0.572222,0.197222,0.058333,0.301129,0.071116,0.411111,0.340630
3,0.2,particle_friction_belief,0.675558,0.557425,0.114145,0.926087,0.838462,0.523861,0.311111,0.341667,0.077778,0.274769,0.090615,0.183333,0.007480
3,0.2,precontact_microslip_v4,0.639123,0.483846,0.163213,0.886957,0.884615,0.564744,0.316667,0.366667,0.091667,0.402529,0.152138,0.177778,-0.036613
3,0.2,recovery_aware_grasp_mpc,0.696785,0.575485,0.079420,0.847826,0.846154,0.542496,0.433333,0.336111,0.072222,0.343156,0.093143,0.258333,0.121695
3,0.2,tactile_temporal_filter,0.673259,0.551003,0.135751,0.665217,0.569231,0.429686,0.211111,0.463889,0.091667,0.166460,0.047819,0.075000,-0.117689
3,0.2,vision_gap_threshold,0.675485,0.542107,0.124029,0.543478,0.476923,0.509834,0.200000,0.486111,0.105556,0.150254,0.045263,0.058333,-0.136794
3,0.4,calibrated_precontact_microslip_v5,0.805668,0.592497,0.047636,0.944853,0.943182,0.489618,0.355556,0.369444,0.072222,0.337469,0.122471,0.247222,0.038009
3,0.4,conformal_precontact_risk,0.771213,0.554353,0.086776,0.772059,0.670455,0.435791,0.233333,0.488889,0.097222,0.213260,0.051564,0.172222,-0.111932
3,0.4,ensemble_uncertainty_guard,0.779976,0.553727,0.105404,1.000000,0.977273,0.491454,0.319444,0.397222,0.075000,0.453844,0.173992,0.230556,-0.040036
3,0.4,force_derivative_detector,0.769064,0.505849,0.291684,0.426471,0.329545,0.391839,0.122222,0.577778,0.113889,0.110151,0.027449,0.030556,-0.238405
3,0.4,friction_cone_margin,0.802081,0.565508,0.096783,0.845588,0.784091,0.425839,0.250000,0.452778,0.116667,0.258525,0.085489,0.172222,-0.102083
3,0.4,mpc_grip_stabilizer,0.797832,0.545329,0.098949,0.882353,0.863636,0.468940,0.355556,0.366667,0.072222,0.316422,0.079937,0.261111,0.050495
3,0.4,normal_force_threshold,0.796881,0.574365,0.403090,0.183824,0.193182,0.359185,0.108333,0.605556,0.125000,0.074212,0.011004,0.019444,-0.256847
3,0.4,optical_tactile_classifier,0.788326,0.549298,0.109088,0.955882,0.886364,0.428265,0.277778,0.475000,0.094444,0.267278,0.090389,0.194444,-0.081704
3,0.4,oracle_precontact_risk,0.843011,0.661054,0.031758,0.977941,0.943182,0.530048,0.647222,0.238889,0.030556,0.304953,0.068725,0.538889,0.421069
3,0.4,particle_friction_belief,0.778023,0.560202,0.093998,0.952206,0.909091,0.458670,0.275000,0.444444,0.086111,0.278104,0.091101,0.175000,-0.069224
3,0.4,precontact_microslip_v4,0.759969,0.533840,0.132747,0.897059,0.795455,0.499386,0.288889,0.483333,0.075000,0.383849,0.146007,0.213889,-0.089416
3,0.4,recovery_aware_grasp_mpc,0.774633,0.525318,0.093631,0.908088,0.886364,0.477551,0.438889,0.361111,0.061111,0.351705,0.093720,0.311111,0.132543
3,0.4,tactile_temporal_filter,0.810954,0.596883,0.151336,0.713235,0.590909,0.358746,0.155556,0.555556,0.127778,0.170431,0.047212,0.050000,-0.223288
3,0.4,vision_gap_threshold,0.760443,0.546917,0.194669,0.540441,0.465909,0.444060,0.155556,0.552778,0.125000,0.146520,0.041685,0.063889,-0.211042
3,0.6,calibrated_precontact_microslip_v5,0.790594,0.585938,0.073572,0.932075,0.936842,0.424577,0.363889,0.372222,0.108333,0.338857,0.127903,0.252778,0.026382
3,0.6,conformal_precontact_risk,0.790736,0.572989,0.066916,0.800000,0.726316,0.369842,0.286111,0.477778,0.119444,0.225608,0.057718,0.183333,-0.070437
3,0.6,ensemble_uncertainty_guard,0.812338,0.616763,0.115213,0.988679,0.978947,0.425665,0.338889,0.361111,0.102778,0.455672,0.182378,0.244444,-0.019203
3,0.6,force_derivative_detector,0.722889,0.494459,0.274414,0.411321,0.463158,0.321614,0.125000,0.561111,0.147222,0.120354,0.033170,0.030556,-0.250703
3,0.6,friction_cone_margin,0.768329,0.518133,0.133103,0.879245,0.894737,0.366429,0.238889,0.438889,0.091667,0.278386,0.097345,0.150000,-0.107899
3,0.6,mpc_grip_stabilizer,0.735542,0.480278,0.134921,0.909434,0.884211,0.406505,0.372222,0.419444,0.083333,0.328601,0.086725,0.247222,0.030735
3,0.6,normal_force_threshold,0.680729,0.423913,0.416337,0.188679,0.252632,0.295646,0.113889,0.613889,0.119444,0.081346,0.013529,0.013889,-0.257606
3,0.6,optical_tactile_classifier,0.782364,0.575293,0.100449,0.966038,0.905263,0.363745,0.233333,0.497222,0.127778,0.274666,0.097104,0.138889,-0.156372
3,0.6,oracle_precontact_risk,0.868683,0.703873,0.043356,0.988679,0.989474,0.465535,0.608333,0.225000,0.027778,0.315721,0.074856,0.488889,0.382573
3,0.6,particle_friction_belief,0.823544,0.626256,0.057050,0.973585,0.915789,0.395492,0.263889,0.438889,0.080556,0.286517,0.097889,0.202778,-0.080640
3,0.6,precontact_microslip_v4,0.767823,0.560715,0.093713,0.939623,0.926316,0.434838,0.352778,0.441667,0.130556,0.415748,0.166910,0.247222,-0.044692
3,0.6,recovery_aware_grasp_mpc,0.794356,0.568461,0.084182,0.913208,0.873684,0.416249,0.372222,0.397222,0.086111,0.355898,0.098871,0.247222,0.034551
3,0.6,tactile_temporal_filter,0.774818,0.566316,0.163655,0.698113,0.547368,0.299102,0.175000,0.519444,0.105556,0.168890,0.047550,0.066667,-0.176933
3,0.6,vision_gap_threshold,0.820134,0.633962,0.165922,0.558491,0.326316,0.372643,0.138889,0.527778,0.130556,0.141573,0.039669,0.058333,-0.212506
3,0.8,calibrated_precontact_microslip_v5,0.795754,0.525684,0.097693,0.945848,0.939759,0.375192,0.283333,0.413889,0.077778,0.340589,0.131278,0.211111,-0.057101
3,0.8,conformal_precontact_risk,0.788585,0.535340,0.083373,0.805054,0.759036,0.323151,0.225000,0.466667,0.111111,0.228814,0.058888,0.152778,-0.120742
3,0.8,ensemble_uncertainty_guard,0.807800,0.540342,0.109307,0.992780,0.987952,0.374676,0.330556,0.450000,0.111111,0.456161,0.186669,0.252778,-0.069331
3,0.8,force_derivative_detector,0.781291,0.508025,0.288017,0.393502,0.349398,0.281126,0.091667,0.619444,0.141667,0.112249,0.028059,0.027778,-0.301066
3,0.8,friction_cone_margin,0.743528,0.467618,0.127153,0.906137,0.903614,0.316446,0.283333,0.466667,0.108333,0.282569,0.099988,0.208333,-0.080361
3,0.8,mpc_grip_stabilizer,0.785280,0.497412,0.117867,0.906137,0.939759,0.352324,0.277778,0.425000,0.116667,0.332034,0.088872,0.211111,-0.078542
3,0.8,normal_force_threshold,0.771160,0.501718,0.427858,0.187726,0.204819,0.240572,0.102778,0.641667,0.138889,0.079755,0.012035,0.013889,-0.286670
3,0.8,optical_tactile_classifier,0.765705,0.476578,0.143504,0.956679,0.951807,0.314034,0.213889,0.530556,0.119444,0.275923,0.098702,0.136111,-0.185592
3,0.8,oracle_precontact_risk,0.810221,0.581184,0.037611,0.992780,0.975904,0.415080,0.630556,0.277778,0.036111,0.313778,0.074037,0.508333,0.382172
3,0.8,particle_friction_belief,0.764567,0.509112,0.073149,0.963899,0.963855,0.345040,0.280556,0.430556,0.113889,0.287814,0.099719,0.200000,-0.071278
3,0.8,precontact_microslip_v4,0.794876,0.502153,0.135634,0.945848,0.963855,0.385205,0.341667,0.383333,0.105556,0.420247,0.172277,0.241667,-0.015094
3,0.8,recovery_aware_grasp_mpc,0.778636,0.519160,0.106379,0.938628,0.867470,0.363128,0.402778,0.375000,0.116667,0.360474,0.101152,0.325000,0.066777
3,0.8,tactile_temporal_filter,0.800569,0.556566,0.150891,0.725632,0.638554,0.252680,0.144444,0.552778,0.119444,0.179121,0.052010,0.069444,-0.232054
3,0.8,vision_gap_threshold,0.749167,0.478492,0.241207,0.469314,0.506024,0.327273,0.125000,0.602778,0.127778,0.144101,0.041910,0.052778,-0.266796
3,1.0,calibrated_precontact_microslip_v5,0.826628,0.532055,0.088642,0.976190,0.954545,0.312646,0.291667,0.411111,0.102778,0.345620,0.137324,0.233333,-0.052777
3,1.0,conformal_precontact_risk,0.841747,0.567306,0.080785,0.850340,0.803030,0.263656,0.202778,0.519444,0.102778,0.237389,0.061826,0.150000,-0.162190
3,1.0,ensemble_uncertainty_guard,0.801763,0.470882,0.111482,0.996599,0.984848,0.312460,0.350000,0.444444,0.094444,0.453411,0.192633,0.294444,-0.032766
3,1.0,force_derivative_detector,0.808893,0.452639,0.313371,0.438776,0.545455,0.216940,0.102778,0.627778,0.133333,0.127264,0.035383,0.019444,-0.297001
3,1.0,friction_cone_margin,0.871776,0.601165,0.092172,0.955782,0.924242,0.252344,0.236111,0.494444,0.094444,0.290540,0.105640,0.166667,-0.130861
3,1.0,mpc_grip_stabilizer,0.810781,0.496083,0.121141,0.948980,0.954545,0.292111,0.322222,0.377778,0.088889,0.339398,0.092155,0.269444,0.005248
3,1.0,normal_force_threshold,0.805867,0.466914,0.460901,0.217687,0.242424,0.174274,0.113889,0.652778,0.125000,0.086134,0.013520,0.013889,-0.275912
3,1.0,optical_tactile_classifier,0.835859,0.512884,0.115837,0.965986,0.984848,0.252808,0.211111,0.497222,0.130556,0.276650,0.101112,0.147222,-0.171186
3,1.0,oracle_precontact_risk,0.906068,0.716605,0.039332,1.000000,1.000000,0.352919,0.619444,0.255556,0.050000,0.313831,0.074358,0.533333,0.382519
3,1.0,particle_friction_belief,0.863010,0.616419,0.040985,0.972789,0.969697,0.282834,0.238889,0.475000,0.105556,0.286773,0.101214,0.177778,-0.123629
3,1.0,precontact_microslip_v4,0.843069,0.530097,0.119815,0.955782,0.954545,0.322522,0.286111,0.455556,0.100000,0.418518,0.177877,0.227778,-0.095676
